episode,time,sin_theta1,cos_theta1,sin_theta2,cos_theta2,tau1_dynamics,tau2_dynamics
0,0.002,-0.11596334874221387,0.9932534931972259,-0.03036030488675569,0.9995390196921695,1.2092006978343075,0.3554523845699977
0,0.004,-0.11766533312966809,0.9930533064138523,-0.029409234654868933,0.9995674549108804,1.2236222270204586,0.3573622179352627
0,0.006,-0.11937536040621795,0.9928491946554047,-0.028454202574300015,0.9995950972047936,1.2381140359067355,0.3592839730061103
0,0.008,-0.12109366508340641,0.9926410853257424,-0.027494697886817795,0.9996219493329028,1.2526773501558557,0.3612171363373312
0,0.01,-0.1228204822226887,0.9924289038246449,-0.02653020814334755,0.9996480120801875,1.267313403262555,0.363161197262429
0,0.012,-0.12455604748317486,0.9922125735120317,-0.02556021903700948,0.9996732842297928,1.2820234369777128,0.3651156479340397
0,0.014,-0.12630059716889402,0.9919920156708827,-0.024584214236497186,0.9996977625314433,1.2968087017425791,0.3670799833752066
0,0.016,-0.12805436827556457,0.9917671494688388,-0.023601675219823485,0.9997214416660363,1.311670457133384,0.3690537015421603
0,0.018,-0.12981759853685196,0.9915378919184706,-0.02261208110846152,0.9997443142063597,1.326609972316614,0.3710363033992905
0,0.02,-0.13159052647009778,0.9913041578361923,-0.02161490850191315,0.9997663705738726,1.3416285265152574,0.3730272930070092
0,0.022,-0.133373391421499,0.9910658597998054,-0.020609631312742106,0.9997875989914822,1.3567274094863202,0.3750261776232376
0,0.024,-0.13516643361071623,0.9908229081046521,-0.019595720602108114,0.9998079854322449,1.3719079220099235,0.3770324678192754
0,0.026,-0.13696989417488906,0.9905752107183582,-0.018572644415849757,0.9998275135639159,1.3871713763902955,0.3790456776108363
0,0.028,-0.13878401521203426,0.9903226732341464,-0.01753986762116056,0.9998461646892647,1.402519096968977,0.3810653246050654
0,0.03,-0.14060903982379994,0.9900651988226983,-0.016496851743914343,0.9998639176820711,1.4179524206505565,0.3830909301643865
0,0.032,-0.14244521215754866,0.9898026881825442,-0.015443054806696168,0.9998807489187085,1.433472697441266,0.3851220195880632
0,0.034,-0.14429277744773925,0.9895350394889598,-0.014377931167604056,0.9998966322052193,1.449081291000743,0.3871581223123818
0,0.036,-0.14615198205657648,0.9892621483413454,-0.013300931359890675,0.9999115386997789,1.4647795792072889,0.3891987721304115
0,0.038,-0.14802307351389318,0.9889839077090692,-0.012211501932521346,0.9999254368304429,1.4805689547369387,0.3912435074323324
0,0.04,-0.1499063005562302,0.988700207875747,-0.011109085291731394,0.9999382922080647,1.4964508256566385,0.3932918714673502
0,0.042,-0.15180191316507488,0.9884109363819398,-0.009993119543673821,0.9999500675342674,1.5124266160318538,0.3953434126282752
0,0.044,-0.1537101626042168,0.9881159779662432,-0.008863038338253674,0.9999607225043465,1.5284977665488848,0.3973976847598676
0,0.046,-0.1556313014561783,0.9878152145047454,-0.007718270714257262,0.9999702137049791,1.5446657351521833,0.3994542474921049
0,0.048,-0.1575655836576717,0.9875085249488317,-0.006558240945889101,0.9999784945066047,1.560931997696941,0.4015126665995701
0,0.05,-0.15951326453403628,0.98719578526131,-0.005382368390841822,0.9999855149503443,1.5772980486171957,0.4035725143882002
0,0.052,-0.16147460083260032,0.9868768683508355,-0.004190067340032577,0.9999912216293131,1.5937654016097051,0.4056333701106909
0,0.054,-0.16344985075491403,0.9865516440046088,-0.002980746869148406,0.9999955575641835,1.6103355903338052,0.4076948204118937
0,0.056,-0.16543927398779568,0.9862199788193257,-0.001753810692158051,0.9999984620728454,1.627010169127435,0.4097564598055953
0,0.058,-0.16744313173312575,0.9858817361303551,-0.0005086570169541929,0.9999998706340112,1.643790713739519,0.411817891184121
0,0.06,-0.16946168673632614,0.985536775939122,0.0007553215966950376,0.9999997147446021,1.66067882207883,0.4138787263622541
0,0.062,-0.17149520331345408,0.9851849548386724,0.0020387383766931207,0.9999979217707562,1.6776761149794597,0.4159385866570168
0,0.064,-0.1735439473768354,0.9848261259373993,0.003342212475457334,0.9999944147922871,1.6947842369829529,0.4179971035049108
0,0.066,-0.17560818645916215,0.9844601387809078,0.004666369103836673,0.9999891124404239,1.712004857137162,0.420053919118272
0,0.068,-0.1776881897359698,0.9840868392719994,0.006011839661872487,0.9999819287286545,1.7293396698118015,0.4221086871824488
0,0.07,-0.17978422804641053,0.9837060695887548,0.0073792618661517794,0.9999727728764972,1.7467903955306543,0.4241610735955631
0,0.072,-0.18189657391222766,0.9833176681006975,0.008769279873488006,0.9999615491260153,1.7643587818203352,0.4262107572526782
0,0.074,-0.184025501554838,0.9829214692830197,0.010182544400646205,0.9999481565508929,1.7820466040754508,0.4282574308762428
0,0.076,-0.18617128691042023,0.9825173036288561,0.011619712839811327,0.999932488857883,1.7998556664399317,0.4303008018947384
0,0.078,-0.18833420764290157,0.982104997559589,0.013081449369479402,0.9999144341804421,1.8177878027042789,0.432340593371516
0,0.08,-0.19051454315473182,0.9816843733331726,0.014568425060431886,0.9998938748643571,1.835844877218356,0.4343765449858489
0,0.082,-0.19271257459532712,0.9812552489504658,0.016081317976432415,0.9998706872451761,1.854028785819328,0.4364084140682933
0,0.084,-0.1949285848670594,0.9808174380595635,0.017620813269263447,0.9998447414172511,1.8723414567742276,0.4384359766924849
0,0.086,-0.19716285862866142,0.980370749858121,0.019187603267696526,0.9998159009941988,1.890784851736589,0.4404590288255532
0,0.088,-0.1994156822959119,0.9799149889936657,0.020782387559968894,0.9997840228605912,1.9093609667164613,0.4424773875393767
0,0.09,-0.20168734403945832,0.9794499554618955,0.022405873069311605,0.9997489569146856,1.9280718330630424,0.4444908922849421
0,0.092,-0.20397813377962667,0.9789754445029665,0.024058774122049927,0.9997105458020057,1.9469195184590744,0.446499406232106
