t,theta1,theta2,omega1,omega2,tau1,tau2,alpha1_pred,alpha2_pred
0.41200000000000003,-0.4447716257066725,1.3166594831342704,-2.2318742136955265,4.9300743160247835,1.0,0.0,-2.58090877532959,2.8691794872283936
0.41400000000000003,-0.4492456977691649,1.3265311084842688,-2.237036031246186,4.93581267499924,1.0,0.0,-2.56714129447937,2.809616804122925
0.41600000000000004,-0.4537300383968352,1.3364139723014838,-2.2421703138351448,4.941431908607486,1.0,0.0,-2.553925037384033,2.7506844997406006
0.418,-0.458224594724655,1.3463078388566978,-2.247278163909913,4.946933277606967,1.0,0.0,-2.541224479675293,2.692286252975464
0.42,-0.4627293159503935,1.3562124745569237,-2.2523606128692633,4.952317850112919,1.0,0.0,-2.529046058654785,2.6344244480133057
0.422,-0.4672441533603667,1.3661276479549416,-2.257418704986573,4.957586699008945,1.0,0.0,-2.517352342605591,2.576997756958008
0.424,-0.47176906017971026,1.3760531293439873,-2.2624534096717843,4.962740694522861,1.0,0.0,-2.5061516761779785,2.519961357116699
0.426,-0.47630399160575854,1.3859886905784615,-2.2674657130241402,4.967780617237094,1.0,0.0,-2.495429277420044,2.463289737701416
0.428,-0.4808489047489165,1.3959341049718865,-2.27245657157898,4.972707196712497,1.0,0.0,-2.485171318054199,2.406888484954834
0.43,-0.4854037585773467,1.4058891469192514,-2.2774269142150887,4.977520973682406,1.0,0.0,-2.475362539291382,2.3507251739501953
0.432,-0.48996851385593404,1.415853591767312,-2.2823776392936717,4.982222424030306,1.0,0.0,-2.4659929275512695,2.2947309017181396
0.434,-0.4945431331062316,1.4258272155389795,-2.287309625148774,4.986811885833743,1.0,0.0,-2.4570565223693848,2.2388851642608643
0.436,-0.49912758058261864,1.435809794851304,-2.292223738193513,4.991289656162264,1.0,0.0,-2.4485363960266113,2.1830861568450928
0.438,-0.5037218222045897,1.4458011065082559,-2.2971208109855663,4.995655828475955,1.0,0.0,-2.440434694290161,2.1273131370544434
0.44,-0.508325825565338,1.455800927417756,-2.3020016803741465,4.999910454750063,1.0,0.0,-2.4327492713928223,2.071521282196045
0.442,-0.5129395599231719,1.4658090344123849,-2.3068671789169324,5.004053497314455,1.0,0.0,-2.4254472255706787,2.0156238079071045
0.444,-0.517562996069908,1.4758252039022455,-2.311718073368074,5.00808474493027,1.0,0.0,-2.418536424636841,1.9595990180969238
0.446,-0.5221961063623427,1.4858492117881783,-2.3165551462173473,5.012003942966463,1.0,0.0,-2.4120216369628906,1.903372049331665
0.448,-0.5268388647413252,1.4958808331623086,-2.321379189491273,5.015810687065127,1.0,0.0,-2.4058773517608643,1.8469144105911255
0.45,-0.5314912466297148,1.5059198421940811,-2.3261909441947948,5.019504515886309,1.0,0.0,-2.400118589401245,1.7901840209960938
0.452,-0.536153228992462,1.5159660119619378,-2.330991181373597,5.023084883928301,1.0,0.0,-2.3947181701660156,1.7331054210662842
0.454,-0.5408247902278899,1.5260191141514787,-2.335780617713929,5.026551094770434,1.0,0.0,-2.389692544937134,1.6756105422973633
0.456,-0.5455059102334975,1.5360789187831887,-2.3405600028038034,5.029902315855028,1.0,0.0,-2.3850338459014893,1.617706298828125
0.458,-0.5501965703744887,1.5461451942400941,-2.3453300704956064,5.033137728452685,1.0,0.0,-2.380739450454712,1.5592962503433228
0.46,-0.5548967534732817,1.556217706882001,-2.3500915493965158,5.036256320953371,1.0,0.0,-2.3767974376678467,1.5003639459609985
0.462,-0.5596064437618254,1.5662962209796916,-2.3548451442718514,5.039257048845293,1.0,0.0,-2.373213768005371,1.4408670663833618
0.464,-0.5643256269054412,1.5763804985456478,-2.3595915718078624,5.04213878297806,1.0,0.0,-2.3699862957000732,1.380753993988037
0.466,-0.5690542899942397,1.5864702991275799,-2.3643315443992625,5.044900290966035,1.0,0.0,-2.367119312286377,1.3199938535690308
0.468,-0.5737924215602873,1.5965653796849262,-2.369065783023835,5.047540278673173,1.0,0.0,-2.36460018157959,1.2585209608078003
0.47000000000000003,-0.5785400115270612,1.6066654943261158,-2.3737949833869942,5.050057320594789,1.0,0.0,-2.362445831298828,1.1963448524475098
0.47200000000000003,-0.5832970512771605,1.616770394346715,-2.3785198750495917,5.052450010299684,1.0,0.0,-2.360651969909668,1.1333664655685425
0.47400000000000003,-0.5880635336351393,1.6268798278331766,-2.3832411789894112,5.054716743230821,1.0,0.0,-2.359208106994629,1.069649338722229
0.47600000000000003,-0.5928394528255461,1.6369935399169933,-2.3879595952034003,5.056856041908265,1.0,0.0,-2.358112335205078,1.0050878524780273
0.47800000000000004,-0.5976248044652936,1.6471112723522197,-2.3926758198738103,5.058866217613221,1.0,0.0,-2.3573873043060303,0.9396723508834839
0.48,-0.6024195856542585,1.6572327634768496,-2.3973905944824225,5.060745562314988,1.0,0.0,-2.357022762298584,0.8734288215637207
0.482,-0.6072237949342725,1.6673577483167659,-2.40210464000702,5.062492419958116,1.0,0.0,-2.357024669647217,0.8062866926193237
0.484,-0.6120374323129651,1.6774859583034525,-2.406818689346314,5.064104993343355,1.0,0.0,-2.3573687076568604,0.7382506728172302
0.486,-0.6168604991664884,1.6876171212928304,-2.4115334267616277,5.065581494688989,1.0,0.0,-2.3581061363220215,0.6693418622016907
0.488,-0.6216929984445569,1.697750961649657,-2.416249639034272,5.066920178413393,1.0,0.0,-2.359185218811035,0.5995086431503296
0.49,-0.6265349344635007,1.7078872000410565,-2.4209680094718937,5.068119195699694,1.0,0.0,-2.360651969909668,0.5288026332855225
0.492,-0.6313863130903241,1.7180255536429891,-2.4256893134117132,5.069176800966265,1.0,0.0,-2.3624770641326904,0.45717212557792664
0.494,-0.6362471416254041,1.728165735933424,-2.4304142675399785,5.070091145217421,1.0,0.0,-2.364687204360962,0.3846900463104248
0.496,-0.6411174289093015,1.738307456984044,-2.4351436419487005,5.070860525310041,1.0,0.0,-2.367260217666626,0.31132346391677856
0.498,-0.6459971852340696,1.7484504233285196,-2.4398781623840335,5.071483172237875,1.0,0.0,-2.3702080249786377,0.2371382713317871
0.5,-0.6508864223909375,1.7585943382260807,-2.4446185784339907,5.071957448780539,1.0,0.0,-2.3735244274139404,0.16210618615150452
0.502,-0.6557851536455152,1.7687389015483863,-2.4493656272888185,5.072281661152842,1.0,0.0,-2.37723445892334,0.08630722761154175
0.504,-0.6606933938379285,1.7788838100996025,-2.454120096206665,5.072454275608065,1.0,0.0,-2.3813154697418213,0.00974610261619091
0.506,-0.6656111592922208,1.789028757635229,-2.4588827271461486,5.072473767813297,1.0,0.0,-2.385758876800537,-0.06752309948205948
0.508,-0.6705384677820203,1.7991734350784578,-2.46365424489975,5.072338721614333,1.0,0.0,-2.3906021118164062,-0.1454533189535141
0.51,-0.6754753386802671,1.8093175307084106,-2.4684354491233824,5.072047814976426,1.0,0.0,-2.3958098888397217,-0.2239810675382614
0.512,-0.6804217928180692,1.8194607304140933,-2.473227068901062,5.0715998528413495,1.0,0.0,-2.401392698287964,-0.30305927991867065
0.514,-0.6853778525266645,1.8296027178826564,-2.478029854297638,5.070993734281513,1.0,0.0,-2.4073543548583984,-0.3826291263103485
0.516,-0.6903435416526792,1.8397431748347142,-2.4828445630073546,5.070228476028892,1.0,0.0,-2.413693428039551,-0.46263182163238525
0.518,-0.6953188855524061,1.8498817812594854,-2.487671949863434,5.069303212385627,1.0,0.0,-2.4203968048095703,-0.5429897308349609
0.52,-0.7003039110393522,1.8600182157253333,-2.492512743473053,5.068217232923957,1.0,0.0,-2.427485466003418,-0.6236039996147156
0.522,-0.7052986464681623,1.8701521557751828,-2.4973677144050597,5.066970024924728,1.0,0.0,-2.4349327087402344,-0.704430103302002
0.524,-0.7103031216278074,1.880283278104619,-2.5022375798225402,5.065561164718123,1.0,0.0,-2.442742347717285,-0.7853478789329529
0.526,-0.7153173677568434,1.8904112590425395,-2.507123064517975,5.063990468960258,1.0,0.0,-2.4509103298187256,-0.8663173913955688
0.528,-0.7203414175271986,1.9005357747108944,-2.5120248851776124,5.062257834177466,1.0,0.0,-2.459432601928711,-0.94720458984375
0.53,-0.7253753050279615,1.91065650156089,-2.51694375038147,5.060363424997779,1.0,0.0,-2.468311071395874,-1.027953028678894
0.532,-0.7304190657730101,1.920773116598771,-2.5218803725242616,5.058307518940421,1.0,0.0,-2.4775314331054688,-1.1084332466125488
0.534,-0.735472736643791,1.9308852979036653,-2.5268354353904723,5.056090652447196,1.0,0.0,-2.4870810508728027,-1.1885558366775513
0.536,-0.7405363558387754,1.940992724985213,-2.531809597492218,5.053713540773841,1.0,0.0,-2.496962308883667,-1.26825749874115
0.538,-0.7456099628829954,1.9510950790367658,-2.5368035221099854,5.051177025776359,1.0,0.0,-2.5071895122528076,-1.347406268119812
0.54,-0.7506935986852644,1.9611920434632462,-2.541817901134491,5.048482213240119,1.0,0.0,-2.5177085399627686,-1.425908088684082
0.542,-0.7557873053216932,1.9712833042573716,-2.5468533182144166,5.045630397062751,1.0,0.0,-2.5285303592681885,-1.5036548376083374
0.544,-0.7608911260795591,1.9813685504321468,-2.551910378932953,5.042623087387534,1.0,0.0,-2.5396625995635986,-1.580554723739624
0.546,-0.7660051054878233,1.9914474743880268,-2.55698970413208,5.039461977940055,1.0,0.0,-2.5510642528533936,-1.6565347909927368
0.548,-0.7711292891530989,2.001519772204743,-2.562091832637787,5.0361489083580695,1.0,0.0,-2.5627517700195312,-1.7314327955245972
0.55,-0.7762637238254545,2.011585144290277,-2.567217336177826,5.03268604276702,1.0,0.0,-2.574702501296997,-1.8052181005477905
0.552,-0.7814084573078154,2.0216432955034085,-2.57236674118042,5.029075606565924,1.0,0.0,-2.5869100093841553,-1.8777425289154053
0.554,-0.7865635384302138,2.0316939357464245,-2.577540561199188,5.025320121508093,1.0,0.0,-2.599339008331299,-1.9489495754241943
0.556,-0.7917290169086455,2.041736780191139,-2.5827392392158504,5.021422222357245,1.0,0.0,-2.6119940280914307,-2.018742799758911
0.558,-0.7969049433631896,2.0517715496646547,-2.5879632272720334,5.017384736757727,1.0,0.0,-2.6248726844787598,-2.0870447158813477
0.56,-0.8020913693084716,2.0617979709593066,-2.593212972640991,5.013210647325964,1.0,0.0,-2.6379356384277344,-2.1537375450134277
0.562,-0.8072883469963072,2.0718157773037786,-2.5984888439178464,5.008903172235938,1.0,0.0,-2.6511850357055664,-2.2187695503234863
0.5640000000000001,-0.8124959294242857,2.0818247085700494,-2.6037912139892576,5.004465633135291,1.0,0.0,-2.6645941734313965,-2.2820844650268555
0.5660000000000001,-0.817714170228958,2.09182451149846,-2.6091204023361203,4.999901464205237,1.0,0.0,-2.678133487701416,-2.343583106994629
0.5680000000000001,-0.822943123567581,2.1018149400944424,-2.6144766693115233,4.995214297991248,1.0,0.0,-2.691822052001953,-2.4032304286956787
0.5700000000000001,-0.8281828441944121,2.11179575576871,-2.6198603134155274,4.990407837133857,1.0,0.0,-2.705605983734131,-2.460941791534424
0.5720000000000001,-0.8334333872451781,2.1217667276758116,-2.6252715253829955,4.985485953550788,1.0,0.0,-2.719491481781006,-2.5167124271392822
0.5740000000000001,-0.8386948082618713,2.1317276327332046,-2.6307105083465574,4.980452528696509,1.0,0.0,-2.733441114425659,-2.570434093475342
0.5760000000000001,-0.8439671630430221,2.141678256054224,-2.636177390575409,4.975311660509559,1.0,0.0,-2.7474424839019775,-2.6221280097961426
0.578,-0.8492505075941086,2.1516183908632036,-2.641672275543213,4.970067404489966,1.0,0.0,-2.7614834308624268,-2.6717376708984375
0.58,-0.8545448980789184,2.1615478387215,-2.647195242404938,4.964723929148169,1.0,0.0,-2.7755303382873535,-2.7192208766937256
0.582,-0.8598503906850814,2.1714664096962895,-2.6527463030815124,4.959285487394782,1.0,0.0,-2.789566993713379,-2.7645914554595947
0.584,-0.8651670415592193,2.1813739223052573,-2.6583254370689393,4.953756304483862,1.0,0.0,-2.8035621643066406,-2.807831048965454
0.586,-0.8704949066820145,2.191270203590029,-2.6639325613975524,4.9481406423859315,1.0,0.0,-2.817509651184082,-2.8489296436309814
0.588,-0.8758340418434143,2.2011550891562264,-2.6695675806999204,4.942442783098669,1.0,0.0,-2.831376552581787,-2.887901782989502
0.59,-0.8811845025110244,2.211028423115292,-2.675230333805084,4.93666697953269,1.0,0.0,-2.845154285430908,-2.9247686862945557
0.592,-0.8865463437957763,2.220890057999612,-2.6809206423759457,4.930817442160101,1.0,0.0,-2.858797311782837,-2.9595301151275635
0.594,-0.8919196202697753,2.230739854763472,-2.6866382369995114,4.924898381929846,1.0,0.0,-2.8722994327545166,-2.9922165870666504
0.596,-0.8973043859415054,2.2405776826609833,-2.6923828358650206,4.918913948755712,1.0,0.0,-2.885629653930664,-3.0228848457336426
0.598,-0.9027006941318512,2.250403419019112,-2.6981540951728817,4.912868179064245,1.0,0.0,-2.8987715244293213,-3.051539421081543
0.6,-0.9081085974082946,2.260216949219556,-2.7039516382217403,4.906765100222081,1.0,0.0,-2.9117038249969482,-3.0782532691955566
0.602,-0.9135281475000381,2.2700181664069237,-2.7097750458717345,4.90060859368369,1.0,0.0,-2.9243857860565186,-3.1030874252319336
0.604,-0.9189593951349257,2.2798069712445903,-2.7156238174438476,4.894402418833226,1.0,0.0,-2.9368107318878174,-3.126075029373169
0.606,-0.924402390012741,2.2895832717821394,-2.7214974389076234,4.88815026877448,1.0,0.0,-2.9489519596099854,-3.147291421890259
0.608,-0.9298571806983947,2.2993469831540008,-2.7273953428268434,4.881855685930699,1.0,0.0,-2.9607906341552734,-3.16680908203125
0.61,-0.9353238145465851,2.309098027289534,-2.733316924095154,4.875522067766636,1.0,0.0,-2.9722938537597656,-3.184722661972046
0.612,-0.9408023375701904,2.3188363325344192,-2.7392615118026735,4.869152622442692,1.0,0.0,-2.983442783355713,-3.2010765075683594
0.614,-0.9462927943649292,2.3285618334732745,-2.745228397369385,4.862750469427555,1.0,0.0,-2.9942333698272705,-3.2160000801086426
0.616,-0.9517952280931473,2.3382744704118092,-2.7512168641090393,4.856318469267338,1.0,0.0,-3.004636526107788,-3.2295687198638916
0.618,-0.9573096803674698,2.3479741890754644,-2.757226137161255,4.84985933182761,1.0,0.0,-3.0146026611328125,-3.2418601512908936
0.62,-0.9628361910524368,2.3576609402985143,-2.7632553424835207,4.843375611525029,1.0,0.0,-3.0241751670837402,-3.2529797554016113
0.622,-0.9683747984380722,2.3673346796025427,-2.769303692817688,4.836869652014226,1.0,0.0,-3.0332794189453125,-3.2630245685577393
0.624,-0.9739255389413833,2.376995366808297,-2.7753702516555787,4.83034360287711,1.0,0.0,-3.041940450668335,-3.2721047401428223
0.626,-0.9794884472064972,2.3866429655950907,-2.7814541325569153,4.823799393396825,1.0,0.0,-3.0501229763031006,-3.2802982330322266
0.628,-0.9850635559635162,2.396277443188952,-2.7875543785095216,4.81723879693076,1.0,0.0,-3.05781888961792,-3.28772234916687
0.63,-0.9906508959960938,2.405898769893417,-2.7936700162887576,4.810663352232426,1.0,0.0,-3.065006971359253,-3.294492721557617
0.632,-0.9962504960565568,2.4155069186269955,-2.7998000302314763,4.804074366789311,1.0,0.0,-3.071704149246216,-3.3006653785705566
0.634,-1.0018623829336168,2.4251018646990596,-2.805943438529969,4.797473036032169,1.0,0.0,-3.077867031097412,-3.3063793182373047
0.636,-1.0074865812788012,2.434683585253851,-2.8120991725921636,4.790860277395694,1.0,0.0,-3.083507776260376,-3.3117308616638184
0.638,-1.0131231136550907,2.4442520588851955,-2.818266188144684,4.784236815672367,1.0,0.0,-3.0886223316192627,-3.316797971725464
0.64,-1.0187720005207066,2.453807265324653,-2.824443432807923,4.777603219728916,1.0,0.0,-3.0932211875915527,-3.321653366088867
0.642,-1.0244332602710728,2.463349185150647,-2.830629875183106,4.770959912996738,1.0,0.0,-3.09726881980896,-3.3264145851135254
0.644,-1.0301069090967183,2.4728777993183,-2.836824412822724,4.764307083826511,1.0,0.0,-3.1008007526397705,-3.3311665058135986
0.646,-1.0357929611253742,2.4823930888199297,-2.8430260143280037,4.757644750814883,1.0,0.0,-3.1038126945495605,-3.335958242416382
0.648,-1.0414914284048085,2.4918950344885897,-2.8492336397171028,4.75097283433005,1.0,0.0,-3.1062986850738525,-3.34086537361145
0.65,-1.047202320878983,2.5013836166957555,-2.8554462370872504,4.744291103582827,1.0,0.0,-3.108281135559082,-3.3459701538085938
0.652,-1.0529256464776997,2.510858815022306,-2.8616627993583688,4.73759916327521,1.0,0.0,-3.109764337539673,-3.3513453006744385
0.654,-1.0586614111337667,2.5203206079676534,-2.8678823280334482,4.7308964726738605,1.0,0.0,-3.1107606887817383,-3.3569746017456055
0.656,-1.0644096188325887,2.529768973014594,-2.8741038494110116,4.724182523470369,1.0,0.0,-3.1112868785858154,-3.362989664077759
0.658,-1.070170271678925,2.5392038861028783,-2.8803264231681833,4.717456544142213,1.0,0.0,-3.1113758087158203,-3.3693366050720215
0.66,-1.0759433700284962,2.5486253218447423,-2.886549174785615,4.710717870932069,1.0,0.0,-3.111030101776123,-3.3761184215545654
0.662,-1.0817289124984746,2.5580332531129204,-2.892771234989167,4.70396563408896,1.0,0.0,-3.110273838043213,-3.3833119869232178
0.664,-1.0875268960638051,2.5674276511331504,-2.8989917826652536,4.6971990101151135,1.0,0.0,-3.109130382537842,-3.3909220695495605
0.666,-1.0933373161506659,2.5768084854651025,-2.9052100434303294,4.690417165976014,1.0,0.0,-3.107632637023926,-3.3989508152008057
0.668,-1.0991601667680746,2.5861757239937937,-2.911425308704377,4.683619264345613,1.0,0.0,-3.1058263778686523,-3.407419443130493
0.67,-1.1049954406909948,2.595529332844712,-2.9176369614601145,4.676804425459352,1.0,0.0,-3.1036946773529053,-3.416266918182373
0.672,-1.1108431293926244,2.604869276627958,-2.92384435081482,4.669971891622987,1.0,0.0,-3.101320743560791,-3.425497531890869
0.674,-1.1167032233772283,2.614195518421077,-2.930046992301942,4.663120896559206,1.0,0.0,-3.0987024307250977,-3.4350459575653076
0.676,-1.1225757121715552,2.623508020030365,-2.9362443971633923,4.656250804644075,1.0,0.0,-3.0958974361419678,-3.4449002742767334
0.678,-1.1284605845556266,2.6328067420385564,-2.942436192035676,4.649361004095521,1.0,0.0,-3.0929269790649414,-3.4549801349639893
0.68,-1.1343578286476141,2.6420916441262077,-2.948622045993806,4.642451043825593,1.0,0.0,-3.0898218154907227,-3.4652130603790283
0.682,-1.1402674320268638,2.6513626853616175,-2.9548016896247873,4.635520617704835,1.0,0.0,-3.0866377353668213,-3.4755449295043945
0.684,-1.1461893819570548,2.660619824417309,-2.960974965095521,4.628569527845826,1.0,0.0,-3.0833938121795654,-3.4859025478363037
0.686,-1.1521236654624945,2.6698630198628095,-2.96714175271988,4.6215977227501535,1.0,0.0,-3.080143690109253,-3.496184825897217
0.6880000000000001,-1.1580702695426945,2.6790922305690064,-2.9733020401000987,4.614605353098359,1.0,0.0,-3.07690167427063,-3.5062930583953857
0.6900000000000001,-1.1640291812295918,2.6883074161029694,-2.97945584344864,4.6075927669815675,1.0,0.0,-3.0737218856811523,-3.5161473751068115
0.6920000000000001,-1.1700003878040317,2.6975085370474323,-2.9856032872200022,4.600560472231354,1.0,0.0,-3.070631265640259,-3.525646209716797
0.6940000000000001,-1.1759838769035342,2.706695555407056,-2.991744549751283,4.593509179811921,1.0,0.0,-3.06764817237854,-3.534660577774048
0.6960000000000001,-1.1819796365957262,2.715868435124369,-2.99787984609604,4.586439858656373,1.0,0.0,-3.0648515224456787,-3.5431010723114014
0.6980000000000001,-1.187987655694008,2.7250271424373924,-3.0040095491409313,4.57935365651175,1.0,0.0,-3.0622146129608154,-3.550819158554077
0.7000000000000001,-1.1940079236507417,2.7341716464737815,-3.010133978366853,4.572252018194642,1.0,0.0,-3.0597949028015137,-3.5577282905578613
0.7020000000000001,-1.2000404307870867,2.7433019195970085,-3.016253568172456,4.565136561613526,1.0,0.0,-3.0575928688049316,-3.5637104511260986
0.704,-1.2060851682949068,2.7524179378784313,-3.022368753910066,4.558009140711274,1.0,0.0,-3.055651903152466,-3.568638563156128
0.706,-1.2121421284103395,2.761519681605601,-3.028480057716371,4.550871863584962,1.0,0.0,-3.053985357284546,-3.5723977088928223
0.708,-1.2182113044672014,2.7706071357419355,-3.03458802843094,4.543727068167176,1.0,0.0,-3.052602767944336,-3.5748536586761475
0.71,-1.224292690935135,2.7796802904636353,-3.0406932339668287,4.536577360849824,1.0,0.0,-3.0515213012695312,-3.5759310722351074
0.712,-1.2303862834882737,2.788739141461046,-3.046796276569368,4.529425498705354,1.0,0.0,-3.0507423877716064,-3.575486421585083
0.714,-1.2364920790109635,2.7977836905127704,-3.0528977613449113,4.522274525862184,1.0,0.0,-3.05027437210083,-3.573437452316284
0.716,-1.2426100756311418,2.8068139458146857,-3.058998310089113,4.5151276509575515,1.0,0.0,-3.050107479095459,-3.569676160812378
0.718,-1.2487402726812364,2.8158299224119574,-3.0650985250473037,4.507988298635927,1.0,0.0,-3.050241231918335,-3.564119815826416
0.72,-1.2548826706962588,2.8248316425299658,-3.0711990075111406,4.500860059004274,1.0,0.0,-3.0506720542907715,-3.5566344261169434
0.722,-1.2610372713994982,2.83381913611027,-3.0773003516197224,4.49374679015204,1.0,0.0,-3.051360845565796,-3.547224760055542
0.724,-1.26720407754612,2.8427924407915337,-3.083403073310854,4.486652340631928,1.0,0.0,-3.0523250102996826,-3.535754442214966
0.726,-1.273383092992783,2.8517516024550287,-3.089507723331453,4.479580831747499,1.0,0.0,-3.053506851196289,-3.522169351577759
0.728,-1.2795743224668505,2.860696675441117,-3.095614737033846,4.472536493044343,1.0,0.0,-3.05491042137146,-3.506429433822632
0.73,-1.2857777715826038,2.8696277227094704,-3.101724557876589,4.465523634176698,1.0,0.0,-3.056469202041626,-3.488492488861084
0.732,-1.291993446575165,2.878544816007868,-3.107837496280672,4.458546649198976,1.0,0.0,-3.0581750869750977,-3.46834659576416
0.734,-1.2982213542680743,2.887448035919883,-3.1139538464546224,4.451609956007447,1.0,0.0,-3.0599679946899414,-3.4459400177001953
0.736,-1.3044615018329624,2.8963374720718273,-3.120073782444002,4.444718075972046,1.0,0.0,-3.061828136444092,-3.4212727546691895
0.738,-1.3107138967103962,2.9052132231327525,-3.1261974387168903,4.437875530462708,1.0,0.0,-3.063678026199341,-3.3943307399749756
0.74,-1.3169785462999348,2.914075396870718,-3.132324794769289,4.431086868982758,1.0,0.0,-3.0654990673065186,-3.3651585578918457
0.742,-1.3232554578857427,2.922924109974452,-3.138455792903902,4.424356551866975,1.0,0.0,-3.0672192573547363,-3.333749532699585
0.744,-1.32954463834858,2.931759488080055,-3.1445902314186114,4.417689052801576,1.0,0.0,-3.0687854290008545,-3.300150156021118
0.746,-1.3358460939531334,2.940581665585034,-3.150727802276613,4.411088752489533,1.0,0.0,-3.0701494216918945,-3.2644219398498535
0.748,-1.3421598301553734,2.9493907854022536,-3.1568681011199966,4.4045599086098335,1.0,0.0,-3.0712392330169678,-3.226564884185791
0.75,-1.3484858513145455,2.9581869989599365,-3.1630105795860306,4.398106778841462,1.0,0.0,-3.072004556655884,-3.186683416366577
0.752,-1.3548241604919442,2.966970465783954,-3.1691545886993424,4.391733412008729,1.0,0.0,-3.0724053382873535,-3.14487886428833
0.754,-1.361174759290696,2.975741353092514,-3.175299399375917,4.385443654280152,1.0,0.0,-3.0723536014556885,-3.101163148880005
0.756,-1.3675376475038536,2.984499835748479,-3.1814441065788284,4.379241327982392,1.0,0.0,-3.071803569793701,-3.0556559562683105
0.758,-1.3739128229312905,2.9932460957806186,-3.1875877137184156,4.373130016069855,1.0,0.0,-3.0706944465637207,-3.0084574222564697
0.76,-1.3803002811365135,3.001980321983069,-3.193729102611543,4.367113101225343,1.0,0.0,-3.068986415863037,-2.9596805572509766
0.762,-1.3867000152874,3.010702709463291,-3.199867075443269,4.36119374011084,1.0,0.0,-3.0666134357452393,-2.909407377243042
0.764,-1.3931120158920296,3.019413459314004,-3.20600030231476,4.3553749253563545,1.0,0.0,-3.063514471054077,-2.857773542404175
0.766,-1.3995362705545433,3.028112778070547,-3.212127331256868,4.3496593782715465,1.0,0.0,-3.0596635341644287,-2.804875135421753
0.768,-1.4059727638711936,3.0368008773265482,-3.2182466583251967,4.344049628000703,1.0,0.0,-3.0550098419189453,-2.7508440017700195
0.77,-1.4124214772272117,3.0454779732065425,-3.2243566780090345,4.338547939997163,1.0,0.0,-3.049516201019287,-2.6957626342773438
0.772,-1.4188823886480337,3.0541442860359997,-3.230455710411073,4.333156414728609,1.0,0.0,-3.0431389808654785,-2.639832019805908
0.774,-1.4253554726247792,3.0628000395373776,-3.236541988372804,4.327876750688997,1.0,0.0,-3.0358657836914062,-2.583085298538208
0.776,-1.4318407000646596,3.071445460697561,-3.2426137199401865,4.322710580091921,1.0,0.0,-3.0276594161987305,-2.525710344314575
0.778,-1.4383380381422048,3.0800807790163676,-3.248669038772584,4.317659159403292,1.0,0.0,-3.0185060501098633,-2.4677696228027344
0.78,-1.4448474502439506,3.088706226256683,-3.2547060508728034,4.312723620157687,1.0,0.0,-3.0083892345428467,-2.409400701522827
0.782,-1.4513688959026343,3.097322035894192,-3.2607228293418893,4.307904818754642,1.0,0.0,-2.997305393218994,-2.3507096767425537
0.784,-1.4579023307828909,3.1059284426929947,-3.2667174401283274,4.3032033994011565,1.0,0.0,-2.9852564334869385,-2.291795015335083
0.786,-1.4644477066888815,3.1145256823117355,-3.2726879529953012,4.298619809370487,1.0,0.0,-2.972250461578369,-2.232771158218384
0.788,-1.4710049715967184,3.1231139908458436,-3.278632453918458,4.29415426705405,1.0,0.0,-2.9582862854003906,-2.1737046241760254
0.79,-1.4775740696496968,3.131693604561455,-3.2845490264892585,4.289806857805698,1.0,0.0,-2.943403482437134,-2.114704132080078
0.792,-1.484154941316605,3.140264759460538,-3.290435833454133,4.285577449541538,1.0,0.0,-2.9276115894317627,-2.0558290481567383
0.794,-1.490747523429871,3.1488276910434285,-3.296291056632996,4.281465791445225,1.0,0.0,-2.9109437465667725,-1.997144341468811
0.796,-1.4973517493181232,3.157382634048953,-3.30211294412613,4.277471502762287,1.0,0.0,-2.8934361934661865,-1.9387248754501343
0.798,-1.5039675489511493,3.165929822154976,-3.3078998165130624,4.2735940530113865,1.0,0.0,-2.875136375427246,-1.880614161491394
0.8,-1.510594849129677,3.1744694878043527,-3.313650089263917,4.269832824688404,1.0,0.0,-2.856097459793091,-1.822861671447754
0.802,-1.517233573698044,3.1830018620070435,-3.3193622841835033,4.266187101345508,1.0,0.0,-2.8363757133483887,-1.765467882156372
0.804,-1.5238836437692644,3.191527174338206,-3.3250350356102003,4.262656165581196,1.0,0.0,-2.816021680831909,-1.7085086107254028
0.806,-1.5305449779272082,3.2000456526349255,-3.330667078971864,4.259239148359745,1.0,0.0,-2.795100688934326,-1.6519864797592163
0.808,-1.5372174924879076,3.2085575229857257,-3.336257280349733,4.255935175400227,1.0,0.0,-2.7736871242523193,-1.5958523750305176
0.81,-1.543901101797104,3.217063009927026,-3.3418046545982376,4.252743470650166,1.0,0.0,-2.751833200454712,-1.5401322841644287
0.812,-1.5505957184391024,3.2255623363391894,-3.347308320999147,4.249663206081837,1.0,0.0,-2.7296388149261475,-1.4848167896270752
0.8140000000000001,-1.5573012536363604,3.2340557234841945,-3.3527675986289993,4.246693572502583,1.0,0.0,-2.707174301147461,-1.4299365282058716
0.8160000000000001,-1.564017617530823,3.2425433908830867,-3.3581819472312944,4.243833699446171,1.0,0.0,-2.6845273971557617,-1.3753856420516968
0.8180000000000001,-1.570744719534874,3.251025556739411,-3.363551002025606,4.241082928162068,1.0,0.0,-2.6617612838745117,-1.3211569786071777
0.8200000000000001,-1.5774824685840607,3.2595024379678206,-3.368874524593355,4.238440614204853,1.0,0.0,-2.63897967338562,-1.2672364711761475
