t,theta1,theta2,omega1,omega2,tau1,tau2,alpha1_pred,alpha2_pred
0.8220000000000001,-1.584230773551941,3.2679742502503455,-3.3741524839401262,4.2359061412625,1.0,0.0,-2.6162633895874023,-1.2135183811187744
0.8240000000000001,-1.5909895435733796,3.276441208459346,-3.379385010719301,4.233479104500263,1.0,0.0,-2.593679189682007,-1.160011887550354
0.8260000000000001,-1.5977586883115769,3.284903526620796,-3.384572369098665,4.231159080725162,1.0,0.0,-2.5713372230529785,-1.1066336631774902
0.8280000000000001,-1.6045381183986664,3.293361418247594,-3.3897150435447707,4.2289458133988065,1.0,0.0,-2.5493040084838867,-1.0533071756362915
0.8300000000000001,-1.6113277457017898,3.3018150966456887,-3.3948136515617384,4.226839199047534,1.0,0.0,-2.5276715755462646,-1.0000052452087402
0.8320000000000001,-1.6181274836912154,3.310264775022803,-3.399868994712831,4.224839188557117,1.0,0.0,-2.506514072418213,-0.9466541409492493
0.834,-1.6249372477369308,3.3187106667833532,-3.4048820228576675,4.222945880275218,1.0,0.0,-2.485929489135742,-0.8931699991226196
0.836,-1.6317569555006026,3.3271529858639073,-3.409853881835939,4.221159540276973,1.0,0.0,-2.465968608856201,-0.8395212292671204
0.838,-1.63858652713871,3.335591946859544,-3.4147858190536513,4.219480497818438,1.0,0.0,-2.4467201232910156,-0.7856371998786926
0.84,-1.6454258856573103,3.3440277653063815,-3.419679259300233,4.217909223418681,1.0,0.0,-2.428258180618286,-0.7314238548278809
0.842,-1.6522749572086333,3.3524606580577996,-3.42453577566147,4.216446375709025,1.0,0.0,-2.410637378692627,-0.6768693923950195
0.844,-1.6591336713094709,3.360890843331648,-3.4293570504188553,4.215092636924235,1.0,0.0,-2.3939313888549805,-0.6218632459640503
0.846,-1.666001961135864,3.369318541152513,-3.4341449131965653,4.213848910432307,1.0,0.0,-2.3781888484954834,-0.5664196014404297
0.848,-1.6728797637176511,3.377743973294972,-3.4389012908935563,4.212716071229426,1.0,0.0,-2.363471269607544,-0.5104537010192871
0.85,-1.6797670201845167,3.3861673636226266,-3.4436282334327712,4.211695163827388,1.0,0.0,-2.3498334884643555,-0.4539302885532379
0.852,-1.6866636759853362,3.394588938229127,-3.4483279004097,4.210787303250282,1.0,0.0,-2.337306022644043,-0.3968234956264496
0.854,-1.693569681010246,3.403008925541645,-3.4530025124549883,4.209993656259028,1.0,0.0,-2.325937509536743,-0.3390744924545288
0.856,-1.7004849897851941,3.4114275565561933,-3.457654387474062,4.209315507274119,1.0,0.0,-2.3157598972320557,-0.28072795271873474
0.858,-1.7074095615997311,3.4198450646589307,-3.462285907268526,4.208754051368682,1.0,0.0,-2.3068017959594727,-0.22170628607273102
0.86,-1.714343360621452,3.4282616859365236,-3.4668995108604452,4.2083106387965366,1.0,0.0,-2.2991063594818115,-0.16204477846622467
0.862,-1.7212863560686107,3.436677659035003,-3.4714977235794087,4.207986549239604,1.0,0.0,-2.2926547527313232,-0.10171754658222198
0.864,-1.7282385221347805,3.445093225263296,-3.4760830330848713,4.20778311414644,1.0,0.0,-2.287487268447876,-0.04074575752019882
0.866,-1.735199838150024,3.4535086285085588,-3.4806580076217672,4.2077016226314,1.0,0.0,-2.2836074829101562,0.02084471471607685
0.868,-1.742170288595199,3.4619241151326805,-3.4852252225875877,4.207743312060832,1.0,0.0,-2.2810285091400146,0.08301152288913727
0.87,-1.749149863154411,3.4703399338028937,-3.4897872796058675,4.20790933510661,1.0,0.0,-2.2797253131866455,0.1457476168870926
0.872,-1.7561385566148753,3.4787563354635744,-3.4943467302322406,4.208200830340384,1.0,0.0,-2.2797040939331055,0.2090059369802475
0.874,-1.7631363688917154,3.487173573148003,-3.498906138420107,4.208618842214344,1.0,0.0,-2.280956983566284,0.2726994454860687
0.876,-1.7701433049964899,3.4955919016302137,-3.5034680523872392,4.2091642411053165,1.0,0.0,-2.283461093902588,0.33679521083831787
0.878,-1.77715937494564,3.5040115772932676,-3.5080349745750445,4.209837831526993,1.0,0.0,-2.287200689315796,0.4011920988559723
0.88,-1.7841845936975473,3.512432857724717,-3.512609375953676,4.210640215724705,1.0,0.0,-2.292142629623413,0.46587833762168884
0.882,-1.7912189810199732,3.5208560016695167,-3.517193661212923,4.211571972399949,1.0,0.0,-2.298275947570801,0.5306916236877441
0.884,-1.7982625614461893,3.5292812683808115,-3.5217902131080643,4.212633355647324,1.0,0.0,-2.3055522441864014,0.5955848097801208
0.886,-1.8053153640813822,3.5377089174313454,-3.526401317596437,4.213824525266885,1.0,0.0,-2.313936233520508,0.6604427695274353
0.888,-1.812377422461509,3.5461392082529573,-3.531029190063478,4.21514541080594,1.0,0.0,-2.3233845233917236,0.7251642942428589
0.89,-1.8194487743797296,3.554572399731746,-3.5356759591102613,4.216595739394426,1.0,0.0,-2.3338751792907715,0.7896340489387512
0.892,-1.8265294617986674,3.563008749746731,-3.540343709468843,4.218175007492303,1.0,0.0,-2.345346212387085,0.853751003742218
0.894,-1.8336195306024545,3.5714485147657307,-3.545034401893617,4.219882509499787,1.0,0.0,-2.3577475547790527,0.9174069166183472
0.896,-1.840719030396461,3.5798919494123966,-3.549749897003175,4.221717323333024,1.0,0.0,-2.37103271484375,0.980444073677063
0.898,-1.8478280143213266,3.5883393058353574,-3.554491962432863,4.223678211480379,1.0,0.0,-2.3851521015167236,1.0427449941635132
0.9,-1.8549465388545985,3.5967908332382947,-3.5592622666358964,4.225763701468706,1.0,0.0,-2.4000401496887207,1.1042014360427856
0.902,-1.862074663548469,3.6052467774469763,-3.5640623469352737,4.227972104340791,1.0,0.0,-2.415656328201294,1.1646909713745117
0.904,-1.8692124508676524,3.613707380419543,-3.5688936595916765,4.23030148628354,1.0,0.0,-2.4319303035736084,1.2240607738494873
0.906,-1.87635996590805,3.6221728796352055,-3.5737575201988236,4.23274960783124,1.0,0.0,-2.4488089084625244,1.2821743488311768
0.908,-1.8835172761840815,3.6306435075482635,-3.5786551380157485,4.235313956528902,1.0,0.0,-2.466235637664795,1.3389235734939575
0.91,-1.8906844514026637,3.6391194911556153,-3.583587609291078,4.2379918036758895,1.0,0.0,-2.4841504096984863,1.3942002058029175
0.912,-1.8978615632228846,3.6476010515637904,-3.588555910110475,4.240780204087495,1.0,0.0,-2.502490520477295,1.447842001914978
0.914,-1.9050486850051875,3.656088403339973,-3.5935608911514296,4.2436758880913255,1.0,0.0,-2.5211966037750244,1.499750018119812
0.916,-1.9122458915739056,3.664581754116228,-3.5986032843589797,4.246675388127565,1.0,0.0,-2.540215015411377,1.5497995615005493
0.918,-1.9194532590026852,3.6730813040907293,-3.6036837143898026,4.249774987250566,1.0,0.0,-2.5594863891601562,1.597882628440857
0.92,-1.9266708643770214,3.681587245595744,-3.608802687168123,4.252970752507448,1.0,0.0,-2.5789449214935303,1.6438648700714111
0.922,-1.9338987855310437,3.6900997625602394,-3.61396057701111,4.256258482247591,1.0,0.0,-2.598538398742676,1.687692403793335
0.924,-1.9411371008386609,3.6986190302943496,-3.619157653808595,4.259633867055178,1.0,0.0,-2.618204355239868,1.7292333841323853
0.926,-1.948385888963699,3.7071452149619963,-3.624394062519075,4.263092333823443,1.0,0.0,-2.63789963722229,1.768386721611023
0.928,-1.9556452286872859,3.7156784731765296,-3.6296698617935195,4.266629107266665,1.0,0.0,-2.6575682163238525,1.805098295211792
0.93,-1.962915198683738,3.724218951784244,-3.6349849982261673,4.270239303857088,1.0,0.0,-2.677152633666992,1.8392879962921143
0.932,-1.970195877290725,3.732766787543943,-3.6403393034935014,4.273917879849672,1.0,0.0,-2.696612596511841,1.8708829879760742
0.934,-1.977487342348098,3.7413221068355944,-3.645732528686525,4.277659645825624,1.0,0.0,-2.7158849239349365,1.8998175859451294
0.936,-1.984789670945167,3.7498850253975893,-3.651164298534395,4.281459280997514,1.0,0.0,-2.734935760498047,1.926039695739746
0.9380000000000001,-1.9921029392852776,3.758455648118367,-3.656634170055391,4.285311360388993,1.0,0.0,-2.753723621368408,1.9494978189468384
0.9400000000000001,-1.999427222519874,3.7670340688304207,-3.662141617298128,4.289210356026887,1.0,0.0,-2.7721962928771973,1.9702012538909912
0.9420000000000001,-2.0067625945396417,3.77562037034749,-3.6676860098838824,4.293150758534669,1.0,0.0,-2.790334463119507,1.9881006479263306
0.9440000000000001,-2.014109127897262,3.784214624267151,-3.6732666788101214,4.297126959830521,1.0,0.0,-2.8080780506134033,2.0031795501708984
0.9460000000000001,-2.0214668935670845,3.7928168909050126,-3.6788828349113483,4.301133318930863,1.0,0.0,-2.825408458709717,2.0154519081115723
0.9480000000000001,-2.028835960870742,3.801427219350507,-3.684533651828768,4.305164222747086,1.0,0.0,-2.842278480529785,2.0249040126800537
0.9500000000000001,-2.036216397288322,3.8100456474120517,-3.6902182087898274,4.309214030772446,1.0,0.0,-2.8586771488189697,2.0315587520599365
0.9520000000000001,-2.0436082684144967,3.8186722017086048,-3.6959355630874655,4.3132771482765655,1.0,0.0,-2.8745625019073486,2.035438060760498
0.9540000000000001,-2.0510116377906793,3.827306897757401,-3.70168468809128,4.317348024398086,1.0,0.0,-2.889923334121704,2.036564826965332
0.9560000000000001,-2.058426566860198,3.835949740065505,-3.7074645347595236,4.321421154052016,1.0,0.0,-2.9047369956970215,2.0350146293640137
0.9580000000000001,-2.0658531148777,3.844600722432127,-3.7132740087509175,4.325491183310745,1.0,0.0,-2.9189844131469727,2.030813217163086
0.96,-2.0732913388328544,3.853259828051617,-3.7191119775772115,4.329552809745071,1.0,0.0,-2.9326350688934326,2.024054765701294
0.962,-2.0807412933282845,3.86192702989017,-3.7249772477149983,4.333600919276473,1.0,0.0,-2.945693016052246,2.0147461891174316
0.964,-2.088203030595779,3.8706022907134794,-3.730868633747103,4.337630411654708,1.0,0.0,-2.9581298828125,2.0030007362365723
0.966,-2.0956766003828045,3.879285563539734,-3.736784893512728,4.341636413127182,1.0,0.0,-2.9699485301971436,1.9889264106750488
0.968,-2.1031620499639505,3.887976792071631,-3.742724790573122,4.345614265948532,1.0,0.0,-2.981137752532959,1.9725960493087769
0.97,-2.1106594240961067,3.8966759109877254,-3.748687066078188,4.34955945804715,1.0,0.0,-2.991696357727051,1.9540661573410034
0.972,-2.118168765013694,3.905382846168449,-3.754670458793642,4.353467590361832,1.0,0.0,-3.0016086101531982,1.9334850311279297
0.974,-2.1256901123657217,3.9140975152892974,-3.7606736760139485,4.357334560424087,1.0,0.0,-3.0108914375305176,1.9109679460525513
0.976,-2.1332235032835,3.9228198282819298,-3.7666954588890094,4.361156496316193,1.0,0.0,-3.0195395946502686,1.8866052627563477
0.978,-2.1407689723596564,3.9315496876956133,-3.7727345380783097,4.364929706841705,1.0,0.0,-3.027552843093872,1.8605265617370605
0.98,-2.1483265516471852,3.9402869892155437,-3.7787896437644974,4.368650759965179,1.0,0.0,-3.0349247455596924,1.832842469215393
0.982,-2.1558962706336966,3.949031622105351,-3.7848594932556168,4.3723164449036105,1.0,0.0,-3.0416769981384277,1.8037127256393433
0.984,-2.1634781563282,3.9577834698460608,-3.790942847251894,4.375923870354889,1.0,0.0,-3.0478222370147705,1.7732197046279907
0.986,-2.171072233311652,3.966542410465589,-3.7970384917259232,4.3794703097641445,1.0,0.0,-3.053346872329712,1.7415387630462646
0.988,-2.178678523682593,3.9753083172401698,-3.8031451854705827,4.382953387290237,1.0,0.0,-3.058293104171753,1.7087875604629517
0.99,-2.186297047225951,3.9840810591649922,-3.8092617716789263,4.386370962411163,1.0,0.0,-3.0626444816589355,1.6750800609588623
0.992,-2.1939278213472355,3.992860501410058,-3.815387060642244,4.38972112253308,1.0,0.0,-3.0664212703704834,1.6405950784683228
0.994,-2.2015708611536016,4.0016465060354385,-3.8215199031829847,4.393002312690017,1.0,0.0,-3.0696451663970947,1.6054514646530151
0.996,-2.209226179540633,4.010438932466677,-3.827659193515779,4.396213215619323,1.0,0.0,-3.07232666015625,1.5697643756866455
0.998,-2.2168937872343055,4.019237637955419,-3.8338038468360915,4.399352744370696,1.0,0.0,-3.074476957321167,1.5336456298828125
1.0,-2.224573692835807,4.02804247802668,-3.839952800750734,4.4024200356304615,1.0,0.0,-3.076120615005493,1.4973341226577759
1.002,-2.2322659029197682,4.0368533074344315,-3.8461050419807448,4.405414703875777,1.0,0.0,-3.0772671699523926,1.460848331451416
1.004,-2.2399704220724095,4.045669980235509,-3.8522595763206495,4.40833640053868,1.0,0.0,-3.0779457092285156,1.4243791103363037
1.006,-2.2476872530078875,4.054492350553027,-3.8584154677391065,4.411185158759352,1.0,0.0,-3.0781548023223877,1.3880263566970825
1.008,-2.255416396562575,4.0633202729759725,-3.8645717773437513,4.4139612114727464,1.0,0.0,-3.077930212020874,1.351930022239685
1.01,-2.263157851838111,4.072153603119007,-3.8707276377677933,4.416665071517226,1.0,0.0,-3.0772910118103027,1.316238284111023
1.012,-2.2709116162776937,4.080992198215178,-3.8768822197914137,4.419297548085448,1.0,0.0,-3.0762522220611572,1.2809970378875732
1.014,-2.278677685726165,4.0898359172995,-3.883034724235536,4.421859542161224,1.0,0.0,-3.0748260021209717,1.246363878250122
1.016,-2.2864560544786445,4.098684621839336,-3.8891843762397778,4.4243522699177245,1.0,0.0,-3.073042392730713,1.2124587297439575
1.018,-2.294246715400695,4.10753817621409,-3.8953304610252393,4.426777187377212,1.0,0.0,-3.0709149837493896,1.1793440580368042
1.02,-2.3020496599826803,4.1163964479650765,-3.901472290992738,4.4291358754932855,1.0,0.0,-3.0684664249420166,1.1471655368804932
1.022,-2.3098648784303655,4.125259308378211,-3.907609223842622,4.431430206567047,1.0,0.0,-3.0657174587249756,1.1159727573394775
1.024,-2.317692359747886,4.134126632682374,-3.913740658760072,4.433662152081726,1.0,0.0,-3.062687873840332,1.08589506149292
1.026,-2.325532091816901,4.142998300566783,-3.9198660345077525,4.435833942204711,1.0,0.0,-3.059384822845459,1.0569804906845093
1.028,-2.333384061425208,4.151874196373155,-3.9259848041534435,4.43794790318608,1.0,0.0,-3.05584454536438,1.0293457508087158
1.03,-2.3412482544116964,4.160754209562531,-3.932096493244172,4.440006594687698,1.0,0.0,-3.052079677581787,1.003016471862793
1.032,-2.349124655716895,4.169638234817794,-3.9382006525993356,4.442012627631423,1.0,0.0,-3.0481011867523193,0.9780917167663574
1.034,-2.3570132494268408,4.178526172439923,-3.94429685497284,4.4439688110649564,1.0,0.0,-3.0439343452453613,0.9546147584915161
1.036,-2.3649140188741673,4.1874179285210875,-3.9503847236633307,4.445878040581939,1.0,0.0,-3.0396039485931396,0.9326328039169312
1.038,-2.3728269467372884,4.196313415133467,-3.956463931560517,4.447743306189773,1.0,0.0,-3.035102367401123,0.9122233986854553
1.04,-2.380752015009879,4.205212550639441,-3.9625341362953193,4.449567752987144,1.0,0.0,-3.0304737091064453,0.8934006690979004
1.042,-2.388689205177306,4.214115259748092,-3.968595083713532,4.45135455432534,1.0,0.0,-3.0257174968719482,0.8762046694755554
1.044,-2.396638498214721,4.223021473675421,-3.974646518707276,4.453106963664291,1.0,0.0,-3.020848274230957,0.8606635332107544
1.046,-2.4045998746452324,4.231931130256882,-3.980688215255738,4.454828290730712,1.0,0.0,-3.015892267227173,0.8468220233917236
1.048,-2.412573314644813,4.240844174126437,-3.9867199997901923,4.456521934777496,1.0,0.0,-3.0108511447906494,0.8346695303916931
1.05,-2.4205587980489724,4.249760556674113,-3.9927417020797735,4.458191273838279,1.0,0.0,-3.0057520866394043,0.8242366909980774
1.052,-2.4285563044614786,4.258680236168554,-3.998753206253052,4.4598397472202755,1.0,0.0,-3.000577449798584,0.8155210614204407
1.054,-2.4365658131837837,4.26760317774724,-4.004754361152649,4.4614707893431165,1.0,0.0,-2.9953811168670654,0.8085085153579712
1.056,-2.4445873034305565,4.2765293533599875,-4.010745123386384,4.463087806373832,1.0,0.0,-2.9901318550109863,0.8032238483428955
1.058,-2.4526207542047493,4.285458741868129,-4.016725387096406,4.464694254070518,1.0,0.0,-2.9848814010620117,0.7996447086334229
1.06,-2.4606661445045463,4.294391328955104,-4.02269514989853,4.466293543487785,1.0,0.0,-2.9796011447906494,0.7977474927902222
1.062,-2.4687234532089226,4.303327107032051,-4.028654352188111,4.467889038473365,1.0,0.0,-2.9743239879608154,0.79752516746521
1.064,-2.476792659209251,4.312266075209668,-4.034603000164033,4.469484088808295,1.0,0.0,-2.9690446853637695,0.7989201545715332
1.066,-2.4848737413883204,4.321208239067903,-4.04054108953476,4.471081929117439,1.0,0.0,-2.963768482208252,0.8019559383392334
1.068,-2.4929666786413187,4.330153610749891,-4.046468626499177,4.472685840994117,1.0,0.0,-2.9585142135620117,0.80655837059021
1.07,-2.5010714499511715,4.339102208665361,-4.052385654926301,4.474298957735297,1.0,0.0,-2.953280448913574,0.8127322793006897
1.072,-2.5091880343828197,4.348054057509949,-4.058292215824128,4.4759244222938985,1.0,0.0,-2.948073625564575,0.8203740119934082
1.074,-2.51731641110897,4.3570091878505846,-4.0641883630752575,4.477565170317885,1.0,0.0,-2.9428834915161133,0.8294824957847595
1.076,-2.5254565593690868,4.365967636121203,-4.070074130058289,4.479224135309455,1.0,0.0,-2.937741994857788,0.8400424122810364
1.078,-2.533608458597183,4.374929444561471,-4.075949614048005,4.480904220134017,1.0,0.0,-2.932624340057373,0.8519185185432434
1.08,-2.5417720883226393,4.383894660675813,-4.08181486272812,4.482608057171103,1.0,0.0,-2.9275479316711426,0.8651107549667358
1.082,-2.5499474282398222,4.392863337233176,-4.087669958591462,4.484338278681037,1.0,0.0,-2.9225006103515625,0.8795720934867859
1.084,-2.5581344581594467,4.401835532078912,-4.093514959812166,4.48609742286801,1.0,0.0,-2.917496919631958,0.8952143788337708
1.086,-2.5663331580667497,4.410811307782163,-4.09934995365143,4.487887851625677,1.0,0.0,-2.9125282764434814,0.9120092988014221
1.088,-2.5745435080871584,4.4197907315226095,-4.1051750102043165,4.48971187022328,1.0,0.0,-2.9075982570648193,0.9298511147499084
1.09,-2.5827654885005953,4.428773874667515,-4.110990206718446,4.49157157245278,1.0,0.0,-2.902703046798706,0.9487655162811279
1.092,-2.5909990797262195,4.437760812874486,-4.1167956128120435,4.493469103485342,1.0,0.0,-2.8978402614593506,0.9685938954353333
1.094,-2.5992442623128893,4.446751625457038,-4.122591293334962,4.495406291276213,1.0,0.0,-2.8930208683013916,0.9893255829811096
1.096,-2.6075010169830324,4.455746395341922,-4.128377335071566,4.497384942442175,1.0,0.0,-2.888216972351074,1.0108911991119385
1.098,-2.615769324521065,4.464745208791603,-4.134153769016268,4.499406724840399,1.0,0.0,-2.883453607559204,1.0332307815551758
1.1,-2.6240491658735277,4.473748155164411,-4.1399206762313865,4.501473186403509,1.0,0.0,-2.878708600997925,1.0562819242477417
1.102,-2.6323405220603946,4.482755326664915,-4.145678093433382,4.503585750252005,1.0,0.0,-2.8739938735961914,1.0799670219421387
1.104,-2.6406433742227557,4.491766818033507,-4.151426081180574,4.505745684295889,1.0,0.0,-2.869297742843628,1.1042449474334717
1.106,-2.6489577035760883,4.500782726381888,-4.1571646766662615,4.507954174190757,1.0,0.0,-2.8646183013916016,1.1290591955184937
1.108,-2.657283491402626,4.509803150967052,-4.162893913269045,4.510212292581794,1.0,0.0,-2.8599624633789062,1.154350996017456
1.11,-2.6656207190790178,4.5188281929561995,-4.168613838195802,4.512520994573828,1.0,0.0,-2.855304718017578,1.1800267696380615
1.112,-2.6739693679742813,4.527857955052426,-4.174324447631838,4.5148810481131045,1.0,0.0,-2.85066556930542,1.2060848474502563
1.114,-2.6823294195318224,4.536892541488042,-4.180025778770449,4.517293217808005,1.0,0.0,-2.846040725708008,1.2324841022491455
1.116,-2.690700855252266,4.545932057860067,-4.185717860221865,4.519758186012504,1.0,0.0,-2.841419219970703,1.2590903043746948
1.118,-2.6990836566495897,4.554976610593309,-4.191400698661806,4.522276366621253,1.0,0.0,-2.836796522140503,1.2859452962875366
1.12,-2.707477805233002,4.564026307107737,-4.1970742917060875,4.524848257213828,1.0,0.0,-2.8321781158447266,1.3129661083221436
1.122,-2.7158832825288775,4.573081255486597,-4.202738647937777,4.527474189430473,1.0,0.0,-2.8275649547576904,1.3401092290878296
1.124,-2.724300070084572,4.582141564302375,-4.208393777847292,4.530154407888649,1.0,0.0,-2.8229527473449707,1.3673481941223145
1.1260000000000001,-2.7327281494512556,4.591207342510929,-4.214039683341983,4.532889104276893,1.0,0.0,-2.8183538913726807,1.394655466079712
1.1280000000000001,-2.741167502233505,4.600278699341347,-4.219676391124728,4.535678415209052,1.0,0.0,-2.813734292984009,1.4219708442687988
1.1300000000000001,-2.749618109952926,4.609355744055142,-4.225303859710696,4.538522356897589,1.0,0.0,-2.809138774871826,1.4492851495742798
1.1320000000000001,-2.7580799542274472,4.618438585909535,-4.230922137260439,4.541420927196738,1.0,0.0,-2.8045461177825928,1.4765806198120117
1.1340000000000001,-2.7665530166864394,4.627527334086408,-4.236531229496005,4.544374088436362,1.0,0.0,-2.7999515533447266,1.5038554668426514
1.1360000000000001,-2.7750372789516446,4.636622097685148,-4.242131132602694,4.547381799370047,1.0,0.0,-2.7953827381134033,1.5310362577438354
1.1380000000000001,-2.7835327227478026,4.645722985428919,-4.247721898078921,4.550443871885535,1.0,0.0,-2.7908263206481934,1.5581440925598145
1.1400000000000001,-2.792039329849243,4.654830105749061,-4.253303550720217,4.553560160070655,1.0,0.0,-2.7862846851348877,1.5851867198944092
1.1420000000000001,-2.800557082089424,4.663943566816082,-4.258876120090487,4.556730533510444,1.0,0.0,-2.7817790508270264,1.6121175289154053
1.1440000000000001,-2.8090859614458084,4.673063476353218,-4.264439678192141,4.559954768568274,1.0,0.0,-2.777308702468872,1.6389613151550293
1.1460000000000001,-2.8176259500370024,4.682189941735615,-4.269994295597079,4.563232691198584,1.0,0.0,-2.7728755474090576,1.665739893913269
1.1480000000000001,-2.826177030130386,4.691323070077588,-4.275540046691897,4.56656417098641,1.0,0.0,-2.768498420715332,1.6924277544021606
1.1500000000000001,-2.8347391842174527,4.700462968130578,-4.281077043533328,4.569949026495215,1.0,0.0,-2.764185667037964,1.7190439701080322
1.1520000000000001,-2.8433123950471875,4.709609742359449,-4.286605414867404,4.573387114435431,1.0,0.0,-2.759929656982422,1.7456272840499878
1.154,-2.8518966455955503,4.718763499097456,-4.292125274181369,4.5768783690035315,1.0,0.0,-2.755768060684204,1.7721611261367798
1.156,-2.8604919192161558,4.727924344479968,-4.297636810302737,4.580422691255805,1.0,0.0,-2.751699447631836,1.7986726760864258
1.158,-2.8690981996345517,4.737092384553184,-4.303140209198,4.584020036607978,1.0,0.0,-2.747738838195801,1.8252453804016113
1.16,-2.8777154710083006,4.746267725607921,-4.308635686874392,4.587670527368781,1.0,0.0,-2.7438971996307373,1.8518497943878174
1.162,-2.8863437179708478,4.755450474061836,-4.314123481273653,4.591374226957557,1.0,0.0,-2.740205764770508,1.8785436153411865
1.164,-2.8949829257564543,4.764640736690212,-4.319603892803194,4.595131314188239,1.0,0.0,-2.736664295196533,1.9053398370742798
1.166,-2.9036330801992416,4.773838620677937,-4.325077221393587,4.598941993862388,1.0,0.0,-2.733285665512085,1.9323370456695557
1.168,-2.9122941677846907,4.783044234013844,-4.330543792724612,4.602806667953727,1.0,0.0,-2.7301080226898193,1.9595460891723633
1.17,-2.920966175802231,4.792257685534108,-4.336004008769992,4.606725760132072,1.0,0.0,-2.7271416187286377,1.987016201019287
1.172,-2.9296490923862457,4.801479085119176,-4.341458292007449,4.610699792534111,1.0,0.0,-2.7244019508361816,2.014799118041992
1.174,-2.9383429065780637,4.8107085439007164,-4.346907095909121,4.6147293907701945,1.0,0.0,-2.721909999847412,2.0429632663726807
1.176,-2.9470476084098816,4.819946174535322,-4.352350915908816,4.61881531730294,1.0,0.0,-2.7196943759918213,2.071577787399292
1.178,-2.955763189019203,4.829192091481078,-4.357790304660799,4.622958472877738,1.0,0.0,-2.7177720069885254,2.1006686687469482
1.18,-2.9644896407165526,4.838446411101509,-4.363225848674777,4.6271598102152325,1.0,0.0,-2.716167688369751,2.1303396224975586
1.182,-2.9732269570846555,4.8477092520804295,-4.368658184051516,4.631420489460227,1.0,0.0,-2.7149040699005127,2.160634994506836
1.184,-2.9819751330690383,4.856980735599328,-4.374087992191317,4.635741759449241,1.0,0.0,-2.714006185531616,2.1915876865386963
1.186,-2.990734165078163,4.866260985468973,-4.37951600456238,4.640124934822318,1.0,0.0,-2.7134995460510254,2.2233734130859375
1.188,-2.999504051085472,4.87555012883227,-4.384943003654483,4.6445716816484905,1.0,0.0,-2.7133982181549072,2.2559728622436523
1.19,-3.0082847906856536,4.884848296087016,-4.3903698000907925,4.649083627372978,1.0,0.0,-2.713735818862915,2.289470911026001
1.192,-3.0170763852291107,4.894155621225406,-4.395797271728518,4.6536625691950295,1.0,0.0,-2.714547872543335,2.3240065574645996
1.194,-3.0258788379640578,4.903472242390026,-4.401226367473605,4.658310582309959,1.0,0.0,-2.715837240219116,2.3595643043518066
1.196,-3.0346921540479657,4.912798301811863,-4.406658041954043,4.6630297109186625,1.0,0.0,-2.7176456451416016,2.396287441253662
1.198,-3.0435163407144543,4.9221339463834655,-4.412093333244326,4.6678222858011695,1.0,0.0,-2.7199792861938477,2.4342057704925537
1.2,-3.052351407298088,4.93147932777815,-4.417533291816714,4.672690697342155,1.0,0.0,-2.722886800765991,2.4734179973602295
1.202,-3.0611973654289244,4.940834602844824,-4.422979065418246,4.677637533336876,1.0,0.0,-2.726367950439453,2.5139875411987305
1.204,-3.0700542290315624,4.950199933861662,-4.428431801319125,4.682665508419273,1.0,0.0,-2.7304539680480957,2.556004762649536
1.206,-3.078922014450073,4.959575488897551,-4.433892709255221,4.687777517944572,1.0,0.0,-2.7351791858673096,2.5995125770568848
1.208,-3.087800740585327,4.9689614419837485,-4.439363067626956,4.692976543098686,1.0,0.0,-2.740544319152832,2.6446032524108887
1.21,-3.0966904288978574,4.9783579734829555,-4.444844156265262,4.698265749603507,1.0,0.0,-2.746584892272949,2.691298246383667
1.212,-3.105591103549957,4.9877652701751485,-4.450337326049808,4.703648346096275,1.0,0.0,-2.753308057785034,2.739712953567505
1.214,-3.1145027914342878,4.997183525719155,-4.4558439421653775,4.709127772003409,1.0,0.0,-2.7607438564300537,2.7898614406585693
1.216,-3.123425522294044,5.006612940708925,-4.461365429878238,4.714707494884727,1.0,0.0,-2.7688941955566406,2.841820001602173
1.218,-3.132359328730583,5.0160537229787,-4.466903218269351,4.720391134887931,1.0,0.0,-2.7777819633483887,2.895627498626709
1.22,-3.141304246294975,5.025506087758471,-4.472458782196048,4.726182389885185,1.0,0.0,-2.787416696548462,2.9513087272644043
1.222,-3.1502603135261533,5.03497025777315,-4.478033615589145,4.732085007339714,1.0,0.0,-2.7978053092956543,3.0089097023010254
1.224,-3.159227571978569,5.044446463426638,-4.483629226207737,4.738102826744316,1.0,0.0,-2.8089678287506104,3.068460464477539
1.226,-3.1682060663022993,5.053934942921985,-4.489247161865237,4.744239747673271,1.0,0.0,-2.820889472961426,3.129972219467163
1.228,-3.1771958441839216,5.063435942306209,-4.49488894081116,4.750499692112205,1.0,0.0,-2.8335931301116943,3.193459987640381
1.23,-3.1861969564380646,5.072949715530384,-4.500556127071383,4.756886612087486,1.0,0.0,-2.8470816612243652,3.258941173553467
1.232,-3.1952094570188523,5.082476524519253,-4.506250290393832,4.763404494434593,1.0,0.0,-2.8613502979278564,3.3264057636260986
1.234,-3.2042334030008317,5.0920166391311765,-4.511972990989688,4.770057305961846,1.0,0.0,-2.8763720989227295,3.395824909210205
1.236,-3.213268854471207,5.101570337042737,-4.5177257351875335,4.776848955780266,1.0,0.0,-2.8921685218811035,3.4671850204467773
1.238,-3.2223158746156697,5.11113790369438,-4.5235100722312955,4.783783325821159,1.0,0.0,-2.9087374210357666,3.540480852127075
