episode,time,sin_theta1,cos_theta1,sin_theta2,cos_theta2,tau1_dynamics,tau2_dynamics
0,0.002,-0.1643007312683722,0.9864102948087465,-0.11692883469373691,0.9931402960393686,1.9005372940043173,0.6732058278991854
0,0.004,-0.16268439065431609,0.9866781587921332,-0.11633264277261951,0.9932103081550947,1.883055842852891,0.668060378810339
0,0.006,-0.1610741108828086,0.9869423138174351,-0.11575116504111568,0.9932782428864655,1.8656725665104448,0.6629583103355131
0,0.008,-0.15946978094949596,0.9872028104517935,-0.11518446203607223,0.9933441194799819,1.848386431201478,0.6578996588297052
0,0.01,-0.157871289439909,0.9874596984032211,-0.11463259660722505,0.9934079563779853,1.831196405510777,0.6528844609365145
0,0.012,-0.15627852450768998,0.9877130265303274,-0.11409563398430339,0.9934697712088274,1.8141014603287997,0.6479127537783991
0,0.014,-0.15469137385274936,0.9879628428516677,-0.11357364184394346,0.9935295807766892,1.7971005687934605,0.6429845751436567
0,0.016,-0.153109724699345,0.9882091945547212,-0.11306669037644403,0.9935874010510184,1.780192706228502,0.6380999636701953
0,0.018,-0.1515334637740772,0.988452128004503,-0.11257485235239624,0.9936432471555554,1.7633768500785865,0.6332589590261722
0,0.02,-0.1499624772837925,0.988691688751811,-0.11209820318921748,0.9936971333569142,1.7466519798412972,0.6284616020875776
0,0.022,-0.14839665089338672,0.9889279215411133,-0.11163682101762162,0.9937490730526894,1.7300170769961771,0.6237079351128235
0,0.024,-0.14683586970350285,0.9891608703180772,-0.11119078674805419,0.9937990787590562,1.7134711249309655,0.6189980019144108
0,0.026,-0.1452800182281133,0.9893905782367443,-0.11076018413712302,0.9938471620978301,1.6970131088651603,0.6143318480277334
0,0.028,-0.14372898037198276,0.9896170876663509,-0.11034509985405265,0.9938933337829564,1.6806420157710535,0.6097095208770791
0,0.03,-0.14218263940800022,0.9898404401978,-0.10994562354719142,0.993937603606393,1.6643568342923616,0.6051310699388843
0,0.032,-0.14064087795437746,0.9900606766497808,-0.10956184791059809,0.9939799804233559,1.6481565546605808,0.6005965469022906
0,0.034,-0.13910357795170344,0.9902778370745426,-0.10919386875073643,0.9940204721368906,1.632040168609196,0.5961060058270595
0,0.036,-0.13757062063984957,0.9904919607633201,-0.10884178505330208,0.994059085681737,1.6160066692858504,0.5916595032988788
0,0.038,-0.13604188653471755,0.9907030862514132,-0.10850569905020885,0.9940958270074498,1.6000550511626117,0.5872570985821135
0,0.04,-0.13451725540482506,0.9909112513229189,-0.10818571628675953,0.9941307010607412,1.584184309944434,0.5828988537700281
0,0.042,-0.13299660624772053,0.9911164930151192,-0.10788194568902376,0.994163711767006,1.5683934424759385,0.5785848339325182
0,0.044,-0.13147981726622093,0.9913188476225201,-0.1075944996314472,0.9941948620109936,1.552681446646624,0.5743151072613795
0,0.046,-0.12996676584446748,0.9915183507005452,-0.1073234940047153,0.9942241536165876,1.537047321294616,0.5700897452131333
0,0.048,-0.12845732852379166,0.9917150370688803,-0.10706904828389088,0.9942515873256537,1.521490066109067,0.5659088226494358
0,0.05,-0.12695138097838532,0.9919089408144686,-0.10683128559684914,0.9942771627759155,1.506008681531326,0.5617724179750778
0,0.052,-0.12544879799077033,0.9921000952941548,-0.10661033279302687,0.9943008784778178,1.4906021686549744,0.5576806132735889
0,0.054,-0.12394945342706022,0.9922885331369767,-0.10640632051250705,0.9943227317903326,1.475269529124856,0.5536334944404497
0,0.056,-0.12245322021200993,0.9924742862461017,-0.10621938325545428,0.9943427188956687,1.4600097650352102,0.54963115131391
0,0.058,-0.12095997030384713,0.9926573858004042,-0.10604965945191967,0.9943608347728363,1.444821878827022,0.545673677803409
0,0.06,-0.11946957466888061,0.9928378622556842,-0.10589729153202888,0.9943770731700226,1.4297048731847133,0.5417611720155833
0,0.062,-0.11798190325588025,0.9930157453455207,-0.10576242599656874,0.9943914265757324,1.4146577509322975,0.5378937363778442
0,0.064,-0.11649682497022455,0.9931910640817591,-0.10564521348798409,0.9944038861886443,1.399679514929121,0.5340714777595059
0,0.066,-0.11501420764781128,0.993363846754625,-0.10554580886179814,0.9944144418861327,1.3847691679653231,0.5302945075904255
0,0.068,-0.11353391802872623,0.9935341209324653,-0.10546437125846514,0.9944230821914064,1.3699257126571525,0.5265629419771253
0,0.07,-0.11205582173066797,0.9937019134611067,-0.10540106417566492,0.99442979423921,1.3551481513422816,0.5228769018163486
0,0.072,-0.11057978322212313,0.9938672504628313,-0.10535605554104578,0.9944345637400341,1.3404354859752616,0.5192365129060046
0,0.074,-0.10910566579529075,0.9940301573349605,-0.10532951778542325,0.9944373749427815,1.325786718023277,0.5156419060534313
0,0.076,-0.10763333153875214,0.9941906587480437,-0.10532162791643579,0.9944382105958277,1.3112008483623625,0.5120932171809283
0,0.078,-0.1061626413098833,0.9943487786436452,-0.1053325675926623,0.9944370519064227,1.2966768771742456,0.508590587428468
0,0.08,-0.10469345470700972,0.9945045402317233,-0.10536252319820043,0.9944338784983688,1.2822138038440023,0.5051341632535148
0,0.082,-0.10322563004129964,0.9946579659875935,-0.10541168591770464,0.9944286683679162,1.2678106268587126,0.5017240965278539
0,0.084,-0.10175902430839652,0.9948090776484718,-0.10548025181187891,0.9944213978378094,1.2534663437073048,0.4983605446313349
0,0.086,-0.10029349315978964,0.994957896209587,-0.10556842189342143,0.9944120415094201,1.2391799507818229,0.4950436705424152
0,0.088,-0.09882889087392159,0.9951044419198573,-0.10567640220340901,0.9944005722129002,1.2249504432803096,0.4917736429253888
0,0.09,-0.09736507032703486,0.9952487342771211,-0.10580440388811417,0.9943869609552817,1.2107768151115703,0.4885506362141669
0,0.092,-0.09590188296375741,0.9953907920229149,-0.10595264327624014,0.9943711768664545,1.1966580588020457,0.4853748306924731
0,0.094,-0.09443917876742894,0.9955306331367878,-0.10612134195655776,0.9943531871429484,1.182593165405074,0.4822464125702995
0,0.096,-0.09297680623017031,0.9956682748301451,-0.10631072685592707,0.9943329569894405,1.1685811244128106,0.4791655740564624
0,0.098,-0.09151461232269904,0.9958037335396097,-0.10652103031768108,0.9943104495579133,1.154620923671116,0.4761325134270814
0,0.1,-0.0900524424638948,0.9959370249198927,-0.10675249018034733,0.9942856258843807,1.1407115492977178,0.4731474350897975
0,0.102,-0.08859014049011808,0.9960681638361609,-0.10700534985667919,0.9942584448231001,1.1268519856039894,0.4702105496435262
0,0.104,-0.0871275486242894,0.996197164355893,-0.10727985841296614,0.9942288629781847,1.1130412150206956,0.467322073933535
0,0.106,-0.08566450744473297,0.9963240397402099,-0.10757627064858728,0.9941968346325298,1.099278218028088,0.4644822311016163
0,0.108,-0.084200855853793,0.9964488024346704,-0.10789484717577003,0.9941623116739626,1.0855619730907435,0.4616912506311128
0,0.11,-0.08273643104623024,0.9965714640595186,-0.10823585449951004,0.9941252435185222,1.0718914565975797,0.458949368386541
0,0.112,-0.08127106847740795,0.9966920353993707,-0.10859956509760665,0.9940855770307759,1.058265642807485,0.4562568266475362
0,0.114,-0.07980460183127626,0.9968105263923287,-0.10898625750076062,0.9940432564410756,1.0446835038010518,0.4536138741368314
0,0.116,-0.07833686298816776,0.9969269461185072,-0.1093962163726801,0.9939982232596504,1.031144009438907,0.4510207660419653
0,0.118,-0.0768676819924145,0.9970413027879602,-0.10982973259013057,0.9939504161874376,1.017646127327182,0.4484777640303922
0,0.12,-0.0753968870198021,0.997153603727993,-0.1102871033228653,0.9938997710235432,1.004188822790683,0.4459851362576555
0,0.1220000000000001,-0.07392430434487299,0.9972638553698447,-0.11076863211336256,0.993846220569226,0.990771058854364,0.4435431573682625
0,0.1240000000000001,-0.07244975830809869,0.9973720632347279,-0.11127462895629206,0.9937896945282938,0.9773917962337269,0.4411521084888785
0,0.126,-0.07097307128293477,0.997478231919207,-0.11180541037762758,0.9937301194037998,0.9640499933348328,0.4388122772134463
0,0.128,-0.06949406364278046,0.9975823650799032,-0.11236129951331499,0.9936674183909218,0.9507446062646092,0.4365239575798004
0,0.1300000000000001,-0.06801255372786288,0.9976844654175059,-0.11294262618739892,0.9936015112659066,0.9374745888522202,0.4342874500373428
0,0.1320000000000001,-0.06652835781206735,0.9977845346600785,-0.11354972698950465,0.9935323142709597,0.9242388926822712,0.4321030614053113
0,0.1340000000000001,-0.06504129006974,0.9978825735456371,-0.11418294535156315,0.9934597399949542,0.911036467140684,0.4299711048211521
0,0.1360000000000001,-0.06355116254248658,0.9979785818039877,-0.11484263162366119,0.9933836972498351,0.8978662594741157,0.4278918996784883
0,0.1380000000000001,-0.06205778510599732,0.9980725581378028,-0.11552914314888847,0.9933040909425893,0.88472721486384,0.4258657715541499
0,0.1400000000000001,-0.060560965436926774,0.9981645002029211,-0.11624284433704735,0.9932208219426498,0.871618276515064,0.423893052123704
0,0.1420000000000001,-0.05906050897986147,0.9982544045878484,-0.11698410673707864,0.9931337869446029,0.8585383857626891,0.4219740790648996
0,0.1440000000000001,-0.057556218914410116,0.9983422667924445,-0.11775330910805207,0.9930428783260588,0.8454864821946029,0.4201091959484213
0,0.1460000000000001,-0.056047896122452666,0.9984280812057755,-0.11855083748855512,0.9929479840005528,0.8324615037936065,0.4182987521153091
0,0.1480000000000001,-0.0545353391555878,0.9985118410831115,-0.11937708526430849,0.9928489872653333,0.8194623870991732,0.4165431025403834
0,0.1500000000000001,-0.05301834420282156,0.9985935385220511,-0.12023245323382088,0.9927457666438961,0.8064880673902646,0.4148426076809842
0,0.1520000000000001,-0.05149670505854107,0.9986731644377522,-0.12111734967188997,0.9926381957231231,0.7935374788905027,0.4131976333103042
0,0.1540000000000001,-0.0499702130908215,0.9987507085372495,-0.12203219039074009,0.9925261429848778,0.7806095549970561,0.4116085503345699
0,0.1560000000000001,-0.048438657210115886,0.9988261592928376,-0.12297739879857617,0.9924094716319146,0.7677032285346463,0.4100757345932923
0,0.1580000000000001,-0.04690182383838321,0.9988995039144996,-0.12395340595532313,0.9922880394079507,0.7548174320361714,0.4085995666417893
0,0.1600000000000001,-0.04535949687871056,0.9989707283213609,-0.12496065062530277,0.9921616984117564,0.7419510980514726,0.4071804315151398
0,0.1620000000000001,-0.043811457685489406,0.9990398171121472,-0.12599957932658962,0.9920302949051115,0.7291031594858681,0.4058187184727133
0,0.1640000000000001,-0.04225748503521112,0.9991067535346255,-0.12707064637676976,0.9918936691144822,0.7162725499701185,0.4045148207223838
0,0.1660000000000001,-0.040697355097948425,0.9991715194540082,-0.12817431393481477,0.9917516550262669,0.7034582042635765,0.403269135123511
0,0.1680000000000001,-0.03913084140959414,0.9992340953202994,-0.1293110520387639,0.9916040801754641,0.6906590586923235,0.4020820618677422
0,0.1700000000000001,-0.037557714844933976,0.9992944601345625,-0.1304813386388946,0.9914507654276142,0.6778740516241709,0.4009540041366634
0,0.1720000000000001,-0.03597774359163045,0.9993525914140889,-0.13168565962604198,0.9912915247538708,0.6651021239824781,0.3998853677353028
