time,theta1,theta2,omega1,omega2,tau1,tau2,bias1,bias2
4.162215232849121,-0.05515128691409103,0.011627749247485103,9.240972579375001e-07,4.344790383864411e-05,0.15288302,0.10671375,0.5122777017907412,0.10670777282348175
4.182919263839722,-0.055151267520564484,0.011628621364174974,9.513671727731069e-07,4.400160312138539e-05,0.15288523,0.10670353,0.5122753744356604,0.10670558827943753
4.203685283660889,-0.05515124800003738,0.01162948712246951,9.417319749564748e-07,4.280614510206069e-05,0.1528874,0.10669444,0.512273061417295,0.10670341923331438
4.224778175354004,-0.05515122907183756,0.011630314375417878,8.988178526220165e-07,4.0136727305423904e-05,0.15288949,0.10668684,0.5122708485219447,0.10670134623693898
4.245365858078003,-0.05515121139216563,0.011631077082590448,8.252852898143418e-07,3.6329214985813207e-05,0.15289152,0.10668067,0.5122688059794236,0.10669943469236817
4.266037464141846,-0.05515119548413888,0.01163175537846872,7.302698640575733e-07,3.166971270705179e-05,0.15289345,0.1066759,0.5122669876682672,0.10669773443524416
4.28669285774231,-0.05515118168691624,0.011632334880357984,6.225363309201949e-07,2.64222274052189e-05,0.15289503,0.10667267,0.5122654321730802,0.10669628148309307
4.30747652053833,-0.05515117023436609,0.011632806828603818,5.045780125669283e-07,2.0883687978051023e-05,0.15289637,0.10667092,0.5122641631961141,0.10669509790394589
4.328297853469849,-0.055151161277614484,0.011633168113775039,3.81465779376578e-07,1.5324563052736787e-05,0.1528975,0.10667039,0.5122631898679937,0.10669419162241495
4.34907603263855,-0.05515115482518533,0.011633420220575333,2.6140284258520536e-07,9.936953432883057e-06,0.15289831,0.10667088,0.5122625086809259,0.10669355893284373
4.370127439498901,-0.055151150756006954,0.011633568122972567,1.4929397793091267e-07,4.877798304353301e-06,0.15289891,0.10667244,0.5122621062438187,0.1066931873420836
4.390786647796631,-0.05515114890033625,0.011633620153938234,4.567961202941285e-08,3.248872870199453e-07,0.1528992,0.10667474,0.5122619604364074,0.10669305604567672
4.411335468292236,-0.05515114903973963,0.011633587342274336,-4.5819657488521126e-08,-3.627677107515655e-06,0.15289927,0.10667751,0.5122620421257933,0.10669313742129255
4.432524681091309,-0.05515115088262573,0.011633482064093752,-1.2172336653731854e-07,-6.93840566069034e-06,0.15289909,0.10668083,0.5122623181377355,0.1066934004036744
4.453155517578125,-0.05515115414483716,0.011633317944616257,-1.8513033227741825e-07,-9.526658779616472e-06,0.15289882,0.10668432,0.5122627522348044,0.10669381098455216
4.4737138748168945,-0.0551511585257073,0.011633109210344304,-2.3249489755113587e-07,-1.1409572950504591e-05,0.15289837,0.10668776,0.5122633066770114,0.10669433347885675
4.494810104370117,-0.055151163685307404,0.011632869430213211,-2.630883431487239e-07,-1.2636552597458805e-05,0.15289772,0.10669129,0.5122639448642902,0.10669493382400469
4.515582799911499,-0.055151169346245116,0.01163261176473831,-2.8261999419255987e-07,-1.3202399369961609e-05,0.15289715,0.10669456,0.5122646317587355,0.10669557918435249
4.536262273788452,-0.055151175240683865,0.011632348483336174,-2.878411284704795e-07,-1.3197462972950236e-05,0.15289646,0.10669752,0.512265334759174,0.10669623873695093
4.556881666183472,-0.05515118110716398,0.011632090240419852,-2.815892228884378e-07,-1.2695671620279808e-05,0.15289578,0.10670007,0.5122660251379048,0.1066968858069771
4.577842950820923,-0.055151186719153096,0.011631845962107425,-2.647482254627603e-07,-1.1795439858980915e-05,0.15289524,0.106702246,0.5122666788192946,0.10669749795648026
