time,energy
3.7654995918273926,0.0
3.7865824699401855,0.0
3.807443380355835,0.0
3.8280935287475586,0.0
3.8491170406341553,0.0
3.8699193000793457,0.0
3.8907129764556885,0.0
3.911306619644165,0.0
3.9319751262664795,0.0
3.9531493186950684,0.0
3.9741921424865723,0.0
3.9949350357055664,0.0
4.01564359664917,0.0
4.0363311767578125,0.0
4.057355880737305,0.0
4.078506708145142,0.0
4.099532604217529,0.0
4.120233535766602,0.0
4.141067743301392,0.0
4.162215232849121,0.0
4.182919263839722,0.0
4.203685283660889,0.0
4.224778175354004,0.0
4.245365858078003,0.0
4.266037464141846,0.0
4.28669285774231,0.0
4.30747652053833,0.0
4.328297853469849,0.0
4.34907603263855,0.0
4.370127439498901,0.0
4.390786647796631,0.0
4.411335468292236,0.0
4.432524681091309,0.0
4.453155517578125,0.0
4.4737138748168945,0.0
4.494810104370117,0.0
4.515582799911499,0.0
4.536262273788452,0.0
4.556881666183472,0.0
4.577842950820923,0.0
4.5988781452178955,0.0
4.619905471801758,0.0
4.640927791595459,0.0
4.661623477935791,0.0
4.6826746463775635,0.0
4.703430652618408,0.0
4.7244954109191895,0.0
4.745337724685669,0.0
4.766504526138306,0.0
4.787083864212036,0.0
4.807691335678101,0.0
4.828616380691528,0.0
4.849225759506226,0.0
4.870248079299927,0.0
4.8908867835998535,0.0
4.91170859336853,0.0
4.932329416275024,0.0
4.952954292297363,0.0
4.97397780418396,0.0
4.994844198226929,0.0
5.016008138656616,0.0
5.036675453186035,0.0
5.057228326797485,0.0
5.077870845794678,0.0
5.098536968231201,0.0
5.119219541549683,0.0
5.140278100967407,0.0
5.161064386367798,0.0
5.181740045547485,0.0
5.202779054641724,0.0
5.223808288574219,0.0
5.244510889053345,0.0
5.265134572982788,0.0
5.285901069641113,0.0
5.306872367858887,0.0
5.327925443649292,0.0
5.34867262840271,0.0
5.36977744102478,0.0
5.390566110610962,0.0
5.411648750305176,0.0
5.432284116744995,0.0
5.4529640674591064,0.0
5.474064111709595,0.0
5.494780540466309,0.0
5.515375852584839,0.0
5.5363993644714355,0.0
5.5571088790893555,0.0
5.5781941413879395,0.0
5.598957777023315,0.0
5.620010852813721,0.0
5.6410393714904785,0.0
5.661633253097534,0.0
5.682355165481567,0.0
5.703561782836914,0.0
5.7247583866119385,0.0
5.745791673660278,0.0
5.766770601272583,0.0
5.7876434326171875,0.0
5.808367729187012,0.0
5.828958034515381,0.0
5.850031852722168,0.0
5.8706865310668945,0.0
5.891339302062988,0.0
5.9119343757629395,0.0
5.93298077583313,0.0
5.953665256500244,0.0
5.974701881408691,0.0
