episode,time,theta1,theta2,omega1,omega2,tau1_dynamics,tau2_dynamics,kinetic_energy,potential_energy
0,0.002,-0.19180040642922686,-0.06460574359307687,-0.5539690806920962,0.3882182890633784,2.022248696756163,0.6194917111252382,0.2287975911630715,0.0
0,0.004,-0.19291469143099868,-0.063828192116439,-0.5603303885325002,0.38936545828952146,2.031079228146633,0.6202637650934223,0.23278780221099582,0.0
0,0.006,-0.1940417860647247,-0.06304815236371351,-0.5667788203872531,0.3907067275219623,2.0400247391910913,0.6210602907543243,0.2369449890852435,0.0
0,0.008,-0.1951818652324366,-0.062265235138691484,-0.5733150340461124,0.3922431039611467,2.049085914228461,0.6218808162738598,0.24127239043418497,0.0
0,0.01,-0.1963351051744933,-0.06147904916468399,-0.5799397100604127,0.3939756609149835,2.0582634468631986,0.6227248707464783,0.24577344434917678,0.0
0,0.012,-0.19750168351518843,-0.06068920095213518,-0.5866535518280677,0.39590553797176486,2.0675580401501863,0.6235919841568713,0.2504517924345999,0.0
0,0.014,-0.19868177930853073,-0.059895294665883954,-0.5934572856808664,0.398033941178649,2.076970406789712,0.6244816873487244,0.2553112841289549,0.0
0,0.016,-0.1998755730842007,-0.05909693199206345,-0.6003516609739452,0.4003621432252093,2.0865012693327127,0.6253935120008747,0.26035598128102894,0.0
0,0.018000000000000002,-0.20108324689368862,-0.05829371200462888,-0.6073374501773005,0.4028914836315039,2.096151360396506,0.6263269906112683,0.26559016298532967,0.0
0,0.020000000000000004,-0.20230498435661726,-0.05748523103150513,-0.6144154489691932,0.40562336894007006,2.1059214228912384,0.6272816564891132,0.2710183306811537,0.0
0,0.022000000000000006,-0.20354097070725333,-0.056671082520347055,-0.6215864763312796,0.40855927291119326,2.1158122102573054,0.6282570437556693,0.2766452135198296,0.0
0,0.024000000000000007,-0.2047913928412107,-0.055850856903906496,-0.6288513746452846,0.4117007367207469,2.1258244867139897,0.629252687354104,0.2824757740048349,0.0
0,0.02600000000000001,-0.20605643936234835,-0.05502414146500168,-0.6362110097910189,0.41504936915983914,2.1359590275196156,0.6302681230688999,0.2885152139096442,0.0
0,0.02800000000000001,-0.20733630062986547,-0.05419052020108625,-0.6436662712455202,0.41860684683544397,2.146216619243507,0.6313028875552912,0.29476898047831224,0.0
0,0.030000000000000013,-0.2086311688055959,-0.05334957368841669,-0.6512180721830833,0.4223749143711292,2.1565980600500447,0.6323565183792494,0.3012427729139351,0.0
0,0.032000000000000015,-0.20994123790150312,-0.05250087894581908,-0.6588673495759179,0.42635538460692796,2.167104159995169,0.6334285540685635,0.3079425491602581,0.0
0,0.034000000000000016,-0.21126670382737714,-0.05164400929805774,-0.666615064295159,0.4305501387973304,2.1777357413356397,0.6345185341755658,0.3148745329818198,0.0
0,0.03600000000000002,-0.2126077644387334,-0.05077853423881077,-0.674462201211927,0.43496112680629867,2.1884936388514293,0.6356259993521138,0.32204522134812147,0.0
0,0.03800000000000002,-0.21396461958491356,-0.049904019293259355,-0.6824097692981131,0.4395903672981318,2.1993787001815863,0.6367504914374341,0.3294613921274052,0.0
0,0.04000000000000002,-0.2153374711573874,-0.049020025880300695,-0.6904588017265437,0.44443994792292524,2.2103917861739704,0.6378915535594879,0.33713011209569355,0.0
0,0.04200000000000002,-0.21672652313825405,-0.04812611117439643,-0.6986103559701466,0.4495120254952865,2.221533771249232,0.6390487302505382,0.3450587452668051,0.0
0,0.044000000000000025,-0.21813198164894018,-0.04722182796707158,-0.7068655138997204,0.45480882616487683,2.2328055437794423,0.6402215675776312,0.35325496154909447,0.0
0,0.04600000000000003,-0.21955405499909209,-0.04630672452808186,-0.7152253818798753,0.4603326455772562,2.244208006481795,0.64140961328874,0.3617267457346846,0.0
0,0.04800000000000003,-0.2209929537356573,-0.04538034446627033,-0.7236910908626869,0.46608584902341055,2.255742076827782,0.6426124169753538,0.37048240682694966,0.0
0,0.05000000000000003,-0.22244889069215104,-0.044442226590137704,-0.7322637964785715,0.47207087157623395,2.267408687468301,0.6438295302523309,0.379530587711978,0.0
0,0.05200000000000003,-0.22392208103810093,-0.04349190476815432,-0.7409446791238578,0.47829021821213236,2.2792087866751176,0.6450605069558741,0.3888802751796829,0.0
0,0.054000000000000034,-0.22541274232866332,-0.04252890778884538,-0.7497349440444958,0.48474646391579757,2.291143338799143,0.6463049033605174,0.39854081030013644,0.0
0,0.056000000000000036,-0.22692109455440246,-0.041552759220685145,-0.7586358214153082,0.49144225376608086,2.3032133247459785,0.6475622784160738,0.4085218991605822,0.0
0,0.05800000000000004,-0.22844736019122341,-0.04056297727184014,-0.767648566414146,0.49838030300076874,2.315419742469203,0.6488321940055098,0.41883362396841584,0.0
0,0.06000000000000004,-0.2299917642504475,-0.03955907464980584,-0.7767744592902761,0.5055633970579287,2.3277636074818515,0.6501142152247772,0.4294864545252269,0.0
0,0.06200000000000004,-0.23155453432901818,-0.038540558420986124,-0.7860148054262797,0.5129943915913532,2.3402459533865847,0.6514079106856682,0.44049126007674744,0.0
0,0.06400000000000004,-0.2331359006598235,-0.037506929870269934,-0.7953709353926987,0.5206762124574827,2.352867832425,0.6527128528428102,0.451859321543263,0.0
0,0.06600000000000004,-0.23473609616212016,-0.036457684360664884,-0.8048442049946186,0.5286118556710336,2.3656303160465755,0.6540286183459614,0.4636023441346967,0.0
0,0.06800000000000005,-0.2363553564920417,-0.03539231119305335,-0.8144359953093268,0.5368043873263942,2.3785344954977266,0.6553547884188234,0.47573247035417965,0.0
0,0.07000000000000005,-0.23799392009317252,-0.03431029346614258,-0.8241477127141315,0.5452569434816816,2.391581482431436,0.6566909492656381,0.48826229339346017,0.0
0,0.07200000000000005,-0.2396520282471668,-0.03321110793668676,-0.8339807889033743,0.5539727300021735,2.404772409537932,0.6580366925068776,0.5012048709229778,0.0
0,0.07400000000000005,-0.2413299251243898,-0.03209422488006569,-0.8439366808936088,0.5629550223596418,2.4181084311968912,0.6593916156454169,0.5145737392788329,0.0
0,0.07600000000000005,-0.24302785783455677,-0.030959107951311973,-0.854016871015857,0.5722071653839171,2.4315907241515964,0.6607553225646002,0.5283829280482062,0.0
0,0.07800000000000006,-0.24474607647734256,-0.029805214046686006,-0.8642228668937946,0.5817325729628104,2.4452204882055217,0.6621274240597043,0.5426469750540305,0.0
0,0.08000000000000006,-0.2464848341929324,-0.02863199316590622,-0.8745562014066468,0.5915347276862992,2.458998946941751,0.663507538404331,0.5573809417388638,0.0
0,0.08200000000000006,-0.24824438721248232,-0.027438888275150206,-0.8850184326355068,0.6016171804306648,2.4729273484656624,0.6648952919533472,0.5726004289469762,0.0
0,0.08400000000000006,-0.25002499490845426,-0.026225335170951422,-0.8956111437917174,0.611983549878029,2.4870069661712626,0.6662903197840273,0.5883215931026111,0.0
0,0.08600000000000006,-0.25182691984478894,-0.02499076234512539,-0.9063359431258787,0.6226375219664949,2.5012390995315514,0.6676922663771405,0.6045611627812267,0.0
0,0.08800000000000006,-0.25365042782687613,-0.02373459085086919,-0.9171944638159671,0.6335828492658399,2.515625074913256,0.6691007863397647,0.6213364556692397,0.0
0,0.09000000000000007,-0.25549578795127903,-0.022456234170188438,-0.9281883638329632,0.6448233502734438,2.5301662464162655,0.6705155451716958,0.6386653959063908,0.0
0,0.09200000000000007,-0.2573632726551657,-0.0211550980828168,-0.9393193257823056,0.6563629086248562,2.544863996738036,0.6719362200773669,0.6565665318033033,0.0
0,0.09400000000000007,-0.25925315776539803,-0.019830580536804608,-0.9505890567193928,0.6682054722131177,2.5597197380632095,0.6733625008252632,0.6750590539251102,0.0
0,0.09600000000000007,-0.26116572254722425,-0.01848207152096523,-0.961999287937263,0.6803550522106527,2.574734912978679,0.6747940906568994,0.6941628135301805,0.0
0,0.09800000000000007,-0.26310124975251714,-0.017108952939380438,-0.973551774724485,0.69281572198724,2.589910995414224,0.6762307072474635,0.7138983413509474,0.0
